,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-Drowning,per_capita-HIV/AIDS,per_capita-Drug Use Disorders,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Domestic private health expenditure (PVT-D) per capita in US$,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,Estimated road traffic death rate (per 100 000 population),"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population),Crude suicide rates (per 100 000 population),Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
2496,13779.0,1980.0,4.0,0.0,39.0,91.0,286.0,0.0034077655208027,7.097965777417685e-05,0.0004896854438775,9.892635229850432e-07,6.677528780149042e-06,0.0,2.2505745147909737e-05,0.0001563036366316,0.000561407049294,0.0002371759296356,7.07323418934306e-05,268.0904147289468,18.04,137.0,72.0,14.7447,974.0567,23.51801,0.04334,0.0,3.28299,5.88,358.7963,2.11784,0.0,0.0
2497,14900.0,2247.0,4.0,0.0,40.0,3.0,327.0,0.0034757634316095,6.858217777806807e-05,0.0005241637873038,9.330908541233752e-07,6.531635978863626e-06,0.0,6.998181405925313e-07,0.0001546598090709,0.0005327948777044,0.0002360719860932,7.628017732458592e-05,291.59089191355474,19.91,113.3,75.0,15.029,982.1949,22.83821,0.10835,0.01,2.47783,7.99,376.8536,2.03212,0.0,0.0
2498,15604.0,2503.0,5.0,0.0,41.0,5.0,365.0,0.0034942023426203,6.762683334217857e-05,0.0005604965690578,1.1196495586453405e-06,6.493967440142975e-06,0.0,1.1196495586453405e-06,0.0001547355690047,0.0005101123389188,0.0002387092859031,8.173441778110985e-05,309.023278186114,20.58,16.4,74.0,7.27,1033.997,22.73384,0.06498,0.01,3.27816,8.08,85.68425,15.247,95.0,0.0
2499,16199.0,2741.0,5.0,10.0,42.0,1.0,407.0,0.0035198368085538,7.083565649660749e-05,0.0005955844615251,1.0864364493344707e-06,6.518618696006824e-06,2.172872898668941e-06,2.1728728986689414e-07,0.000156664135994,0.0005110597057669,0.0002474902231583,8.843592697582592e-05,312.6764101184607,19.73,24.8,74.0,10.9578,1698.0,31.24773,0.08654,3.81,4.2565,8.13,498.2244,15.07067,0.0,0.0
2500,15946.0,2922.0,5.0,20.0,44.0,0.0,439.0,0.0033869620017102,7.157946786506697e-05,0.0006206385908063,1.0620099089772546e-06,6.796863417454431e-06,4.2480396359090185e-06,0.0,0.0001597262903101,0.0004951090195651,0.0002529707603183,9.324447000820296e-05,341.96719069067603,21.71,11.2,78.0,15.3305,1781.0,31.54653,0.08632,0.01,2.38805,4.09,513.2415,9.09095,3.0,0.0
2501,15944.0,3048.0,5.0,0.0,45.0,0.0,413.0,0.0033095172907956,7.098939497316207e-05,0.0006326774148485,1.0378566516544162e-06,6.849853900919146e-06,0.0,0.0,0.0001606602096761,0.0004695263492084,0.0002530294516733,8.572695942665478e-05,391.064386343384,23.35,14.9,62.0,16.2966,669.9061,39.73143,0.15114,0.01,4.00118,8.59,423.0289,14.60137,12.0,0.0
2502,16173.0,3150.0,6.0,0.0,46.0,4.0,325.0,0.0032883146193063,6.973918966314751e-05,0.000640461945886,1.219927515973426e-06,6.9129225905160806e-06,0.0,8.132850106489506e-07,0.0001618437171191,0.0004344975169392,0.0002541515658277,6.607940711522723e-05,438.9705844977711,26.48,22.5,66.0,11.6656,1837.0,30.66962,0.08634,3.86,2.22929,6.44,111.7268,9.06006,0.0,0.0
2503,17132.0,3198.0,6.0,0.0,46.0,6.0,243.0,0.0034107141257357,6.549877115147437e-05,0.0006366719457216,1.1945064647685296e-06,6.768869967021668e-06,0.0,1.1945064647685296e-06,0.0001604620351005,0.0003848301660662,0.0002454710785099,4.837751182312545e-05,499.9009555056296,30.58,118.3,59.0,11.831,678.0901,39.0209,0.21555,0.02,3.7661,6.5,116.3052,9.12666,111.0,0.0
2504,16686.0,3163.0,6.0,103.0,46.0,0.0,197.0,0.0032512765634906,6.29367331899493e-05,0.0006163123439003,1.1691034029092748e-06,6.819769850304104e-06,2.006960841660922e-05,0.0,0.0001609465684671,0.0003483928140669,0.0002427838066708,3.8385561728854525e-05,478.16329178989344,30.45,10.7,56.0,8.14,697.6524,38.88229,0.34393,0.03,2.8575,8.59,120.8287,14.31172,3.0,0.0
2505,15752.0,3099.0,6.0,16.0,48.0,0.0,181.0,0.0030028432838737,6.348062554151547e-05,0.0005907701458052,1.1437950548020805e-06,6.862770328812483e-06,3.050120146138881e-06,0.0,0.0001631814278184,0.0003313193008743,0.0002466784668189,3.45044841531961e-05,491.4506085466273,28.25,17.4,51.0,8.44,1924.0,21.72796,3.48,3.84,2.20345,4.8,125.064,8.99563,0.0,0.0
2506,15309.0,3047.0,7.0,21.0,48.0,0.0,173.0,0.0028542029718836,6.115217027747238e-05,0.0005680812891324,1.3050768047021545e-06,6.898263110568531e-06,3.915230414106463e-06,0.0,0.0001638803587618,0.0003119133563238,0.0002414392088698,3.2254041030496105e-05,548.5051370619626,41.78,5.9,53.0,11.741,718.3361,38.28219,3.41,0.19,3.57003,6.47,130.624,13.71871,361.0,0.0
2507,14612.0,3089.0,7.0,0.0,49.0,0.0,167.0,0.0026635080800248,6.015313895484468e-05,0.0005630698370651,1.2759756747997357e-06,7.109007331027099e-06,0.0,0.0,0.0001649654265276,0.0002890996314617,0.0002431645071689,3.044113395593655e-05,693.0370736555135,44.05,4.7,51.0,8.3,708.6687,37.56011,3.19,0.03,2.97415,6.61,129.0053,13.23329,94.0,0.0
2508,13963.0,3250.0,7.0,0.0,49.0,3.0,160.0,0.0024877576418416,5.879538937246612e-05,0.0005790455013954,1.2471749260826147e-06,7.126713863329226e-06,0.0,5.34503539749692e-07,0.0001651615937826,0.0002692116161872,0.0002460497961314,2.8506855453316905e-05,875.873133803162,52.39,10.0,56.0,15.192,1251.844,36.61999,3.12,0.04,2.47234,8.13,580.7361,3.83697,3.0,0.0
2509,13159.0,3299.0,8.0,0.0,50.0,0.0,156.0,0.0022910219413359,5.7105798066585706e-05,0.0005743659384806,1.3928243430874565e-06,7.312327801209146e-06,0.0,0.0,0.0001643532724843,0.0002510565878415,0.0002449629813405,2.71600746902054e-05,871.7339357298617,56.73,11.2,55.0,7.63,1291.737,20.53885,3.04,0.03,2.51261,8.03,465.6927,3.44864,0.0,0.0
2510,13346.0,3210.0,8.0,10.0,49.0,0.0,150.0,0.0022700761239224,5.408993012193367e-05,0.0005460021248157,1.3607529590423564e-06,7.314047154852666e-06,1.7009411988029456e-06,0.0,0.0001660118610031,0.000230137344198,0.0002354102619143,2.5514117982044185e-05,723.2401977310125,50.53,8.5,57.0,10.5273,1400.252,21.58796,3.06,0.04,3.6542,5.88,459.5488,8.21511,0.0,0.0
2511,13382.0,3108.0,9.0,0.0,49.0,3.0,149.0,0.0022233342770292,5.233524863728981e-05,0.0005163744532212,1.4952928182082804e-06,7.310320444573815e-06,0.0,4.984309394027601e-07,0.0001658113591746,0.0002139930166502,0.0002339302542263,2.475540332367042e-05,640.4837571325468,41.66,3.3,46.0,10.8334,1441.461,21.64338,3.03,0.745625,2.38545,6.15,137.7652,8.20161,0.0,0.0
2512,12755.0,2968.0,9.0,1352.0,50.0,0.0,149.0,0.0020695434754214,5.127210805434519e-05,0.0004815684072952,1.4602815585098313e-06,7.463661299050249e-06,0.0002193667407894,0.0,0.0001672833652026,0.0002021678691003,0.0002342940633875,2.4175772468662764e-05,602.447269638556,26.23,4.4,39.0,10.9394,2347.423,40.72731,3.2,0.745625,3.19917,7.89,138.7328,12.42684,0.0,0.0
2513,11987.0,2841.0,10.0,0.0,50.0,0.0,147.0,0.0019449327824285,5.078534753484191e-05,0.0004609622119696,1.6225350650109235e-06,7.788168312052434e-06,0.0,0.0,0.0001734489984496,0.0001942174472818,0.0002398106826086,2.385126545566058e-05,662.8055740569623,27.38,3.9,33.0,8.11,863.36,41.89586,3.22,0.745625,2.3122,4.92,612.1523,12.35272,0.0,0.0
2514,11717.0,2798.0,10.0,7.0,50.0,0.0,144.0,0.0018120760945143,4.747865161866632e-05,0.0004327207401597,1.5465358833441795e-06,7.57802582838648e-06,1.082575118340926e-06,0.0,0.0001693456792261,0.0001767690514662,0.0002308978073832,2.2270116720156183e-05,630.0587188744188,25.85,29.91111111111111,31.0,8.18,1681.929,43.14463,3.22,0.745625,2.79277,6.67,617.6741,7.90551,0.0,0.0
2515,0.0,60.0,5.0,0.0,2.0,0.0,1.0,0.0,6.152584590039753e-06,1.4766203016095407e-05,1.2305169180079503e-06,1.7227236852111309e-06,0.0,0.0,9.302707900140109e-05,0.0,5.906481206438163e-05,2.461033836015901e-07,23644.874786289973,507.61,1.989473684210526,2.9,15.2072,45.56339,10.47523,0.12,0.12,0.00189,8.47,59.89124,1.68592,0.0,5981.0
2516,0.0,75.0,5.0,0.0,2.0,0.0,1.0,0.0,5.756112091648817e-06,1.7987850286402552e-05,1.1991900190935035e-06,1.6788660267309049e-06,0.0,0.0,9.809374356184858e-05,0.0,5.588225488975726e-05,2.398380038187007e-07,21536.01371489641,502.37,8.4,2.7,7.74,205.5144,1.63084,0.13,0.13,0.03111,8.58,55.37297,1.5218,0.0,1399.0
2517,0.0,68.0,5.0,0.0,2.0,0.0,1.0,0.0,5.138732942618339e-06,1.5883356368093045e-05,1.1678938505950769e-06,1.8686301609521232e-06,0.0,0.0,9.71687683695104e-05,0.0,5.278880204689748e-05,2.335787701190154e-07,21614.912229273446,519.98,8.0,2.4,8.88,261.0,6.35902,0.2,1.47,0.07581,9.77,22.56876,1.38702,0.0,1090.0
2518,0.0,52.0,6.0,0.0,2.0,0.0,1.0,0.0,5.010677297805506e-06,1.1843419067540286e-05,1.366548353946956e-06,1.8220644719292748e-06,0.0,0.0,9.497511059931344e-05,0.0,4.87402246241081e-05,2.2775805899115933e-07,22239.663428250744,536.73,6.7,2.1,8.17,288.0,6.97467,0.15265,0.15,0.02433,12.0602,28.70335,1.14122,0.0,877.0
2519,0.0,40.0,7.0,0.0,2.0,0.0,1.0,0.0,4.668507095908476e-06,8.892394468397097e-06,1.556169031969492e-06,1.7784788936794193e-06,0.0,0.0,9.670478984381844e-05,0.0,4.6018141373954975e-05,2.223098617099274e-07,25573.19263193979,585.89,6.6,2.0,13.5299,261.0,9.80692,0.16841,0.17,0.0289,14.8956,24.99122,1.18428,0.0,1003.0
2520,0.0,38.0,8.0,0.0,2.0,0.0,1.0,0.0,4.559526903488494e-06,8.2505724920268e-06,1.7369626299003788e-06,1.7369626299003788e-06,0.0,0.0,9.053917708355724e-05,0.0,4.320694541877192e-05,2.1712032873754735e-07,27749.71497528845,609.12,7.2,1.6,6.52,214.0,5.01677,0.18275,0.18,0.09821,7.35,16.49107,1.10294,0.0,1003.0
2521,0.0,37.0,9.0,0.0,2.0,0.0,1.0,0.0,4.667384170906031e-06,7.849691560160143e-06,1.909384433552467e-06,1.697230607602193e-06,0.0,0.0,8.677091481366212e-05,0.0,4.306722666790564e-05,2.121538259502741e-07,31531.78668951139,654.72,0.1,1.5,12.5387,44.12989,5.29266,0.19535,0.19,0.16782,11.74,14.82625,0.99577,0.0,844.0
2522,0.0,51.0,10.0,0.0,2.0,0.0,1.0,0.0,4.7698861739249816e-06,1.0576704124790177e-05,2.0738635538804268e-06,1.866477198492384e-06,0.0,0.0,8.129545131211274e-05,2.073863553880427e-07,4.417329369765309e-05,2.073863553880427e-07,37524.90191662322,745.79,0.1,2.0,7.07,52.18759,6.02801,0.21958,0.22,0.10243,8.13,13.31579,0.59499,0.0,780.0
2523,0.0,44.0,10.0,0.0,2.0,0.0,1.0,0.0,4.664734384953757e-06,8.923839692955014e-06,2.028145384762504e-06,2.028145384762504e-06,0.0,0.0,7.118790300516386e-05,2.028145384762503e-07,4.5227642080203824e-05,2.028145384762503e-07,39268.34249615616,812.04,0.1,1.9,8.78,42.35043,9.53539,0.228,0.23,0.07343,6.82,21.64713,0.59922,0.0,801.0
2524,0.0,47.0,10.0,0.0,2.0,0.0,1.0,0.0,4.567210171296196e-06,9.33299469786614e-06,1.9857435527374768e-06,1.9857435527374768e-06,0.0,0.0,5.8182286095208064e-05,1.985743552737477e-07,4.368635816022448e-05,1.985743552737477e-07,38553.21107639811,865.13,0.1,1.6,12.6274,219.0,4.40944,0.23144,0.23,0.04342,10.52,32.07441,0.6458,0.0,631.0
2525,0.0,38.0,11.0,0.0,2.0,0.0,1.0,0.0,4.2800682087233625e-06,7.392845087794899e-06,2.1400341043616813e-06,1.94548554941971e-06,0.0,0.0,4.863713873549276e-05,1.9454855494197105e-07,4.085519653781392e-05,1.9454855494197105e-07,46654.29986352419,959.74,0.0,1.7,10.8324,261.0,7.445,1.84,0.25,0.04058,6.74,31.12573,0.49984,0.0,452.0
2526,0.0,22.0,12.0,0.0,2.0,0.0,1.0,0.0,4.002449499093445e-06,4.1930423323836095e-06,2.2871139994819687e-06,1.9059283329016408e-06,0.0,0.0,4.269279465699675e-05,1.9059283329016405e-07,3.92621236577738e-05,1.9059283329016405e-07,53243.44212944036,1053.91,0.1,1.5,5.59,242.0,7.31248,1.89,0.27,0.07103,9.55,17.52687,0.57175,0.0,501.0
2527,0.0,43.0,13.0,0.0,2.0,0.0,1.0,0.0,3.922671810223379e-06,8.032137516171682e-06,2.4283206444239968e-06,2.054732852974151e-06,0.0,0.0,3.455687070911072e-05,1.867938957249229e-07,3.829274862360918e-05,1.867938957249229e-07,55121.57107115465,1110.12,0.1,1.3,11.5961,21.58024,5.92147,1.94,0.03,0.02635,13.9924,15.62674,0.55602,0.0,521.0
2528,0.0,49.0,13.0,0.0,2.0,0.0,2.0,0.0,3.662801068512328e-06,8.973862617855203e-06,2.380820694533013e-06,2.01454058768178e-06,0.0,0.0,3.040124886865232e-05,1.831400534256164e-07,3.626173057827204e-05,3.662801068512328e-07,56329.48507243738,1211.79,0.0,1.0,11.9511,173.0,0.65927,1.86,0.28,0.00085,14.1146,11.61391,0.30954,0.0,495.0
2529,0.0,52.0,14.0,0.0,2.0,0.0,1.0,0.0,3.233164508259927e-06,9.340253023862012e-06,2.514683506424388e-06,2.1554430055066182e-06,0.0,0.0,2.784113882112715e-05,1.796202504588849e-07,3.448708808810589e-05,1.796202504588849e-07,56555.95054048632,1212.54,0.0,1.2,8.22,142.1167,4.91414,1.84,0.27,0.02235,5.68,13.77303,0.24926,0.0,0.0
2530,0.0,36.0,15.0,0.0,2.0,0.0,1.0,0.0,3.348329148509324e-06,6.344202597175561e-06,2.6434177488231504e-06,2.11473419905852e-06,0.0,0.0,2.6081721788388417e-05,1.762278499215434e-07,3.277838008540707e-05,1.762278499215434e-07,54278.00154798544,1218.6,0.1,0.84,10.0314,167.0,1.0322,1.82,1.79,0.09627,8.99,13.47344,0.41357,0.0,0.0
2531,0.0,32.0,15.0,0.0,2.0,0.0,1.0,0.0,3.28621477869592e-06,5.53467752201418e-06,2.5943800884441467e-06,2.075504070755317e-06,0.0,0.0,2.542492486675264e-05,1.729586725629431e-07,3.113256106132976e-05,1.729586725629431e-07,55143.029903862654,1303.86,0.1,0.84,5.16,113.6351,2.7416,1.84,0.26,0.00078,9.09,13.48093,0.36224,0.0,0.0
2532,0.0,37.0,15.0,0.0,2.0,0.0,1.0,0.0,2.8867742607056024e-06,6.2829792733004285e-06,2.54715375944612e-06,2.037723007556896e-06,0.0,0.0,2.530172734383145e-05,1.6981025062974133e-07,2.9207363108315507e-05,1.6981025062974133e-07,58276.67048286904,1358.0,0.1,0.65,5.07,39.15973,2.48243,1.8,0.3670588235294117,0.09305,8.98,9.49184,0.31772,0.0,524.0
2533,0.0,36.0,15.0,0.0,2.0,0.0,1.0,0.0,2.8867742607056024e-06,6.113169022670687e-06,2.54715375944612e-06,2.207533258186637e-06,0.0,0.0,2.818850160453706e-05,1.6981025062974133e-07,2.8867742607056024e-05,1.6981025062974133e-07,64016.25695415429,1333.64,0.0,0.59,5.0,131.0411,2.27601,1.85,0.3670588235294117,0.0553,12.551,9.17472,0.24412,0.0,476.0
2534,0.0,36.0,16.0,0.0,2.0,0.0,1.0,0.0,2.785544074926548e-06,5.898799217491513e-06,2.621688541107339e-06,2.130121939649713e-06,0.0,0.0,2.9330140553638354e-05,1.638555338192087e-07,2.752772968162706e-05,1.638555338192087e-07,61525.13126057176,1311.04,0.0,0.43,9.65,121.0836,3.14456,1.81,0.3670588235294117,0.01916,14.9778,6.19246,0.2514,0.0,0.0
2535,0.0,4.0,18.0,0.0,23.0,0.0,1.0,0.0,1.591598746019138e-05,1.9894984325239225e-06,8.952742946357652e-06,7.062719435459925e-05,0.0,0.0,0.0002611216692687,4.973746081309806e-07,0.0001651283698994,4.973746081309806e-07,10142.960383615087,227.91,0.0,1.1,25.6394,82.80238,8.1522,5.82,11.9,0.10878,16.6932,11.31701,1.1142,0.0,0.0
2536,0.0,8.0,20.0,1.0,25.0,0.0,1.0,0.0,1.640828588603998e-05,3.977766275403632e-06,9.944415688509078e-06,7.259423452611628e-05,4.972207844254539e-07,0.0,0.0002734714314339,4.972207844254539e-07,0.0001635856380759,4.972207844254539e-07,10392.411615276413,243.23,0.0,1.4,9.46,242.274,24.92277,5.07,5.07,1.42093,30.8794,9.59659,2.05436,0.0,43.0
2537,0.0,4.0,21.0,0.0,23.0,0.0,1.0,0.0,1.5908549702037836e-05,1.9885687127547296e-06,1.043998574196233e-05,7.009704712460422e-05,0.0,0.0,0.0002674624918655,4.971421781886824e-07,0.0001516283643475,4.971421781886824e-07,11702.229732383394,260.51,0.1,1.2,38.7371,209.2433,14.14004,3.86,3.86,0.38576,11.5694,19.16951,1.47587,0.0,36.0
2538,0.0,3.0,22.0,1.0,30.0,0.0,1.0,0.0,1.5410587769759855e-05,1.4913472035251471e-06,1.0936546159184411e-05,6.711062415863163e-05,4.971157345083824e-07,0.0,0.0002629742235549,4.971157345083824e-07,0.0001481404888834,4.971157345083824e-07,14750.91519006723,337.24,0.1,1.5,8.94,198.1319,12.97881,5.46,5.46,0.11663,47.2931,25.35193,1.68065,0.0,42.0
2539,0.0,2.0,23.0,2.0,25.0,0.0,1.0,0.0,1.3920147076296824e-05,9.942962197354873e-07,1.1434406526958106e-05,6.512640239267442e-05,9.942962197354873e-07,0.0,0.0002490712030437,4.971481098677436e-07,0.0001406929150925,4.971481098677436e-07,17125.758088724033,383.37,0.0,0.63,33.7505,286.0,5.83876,4.18,1.11,0.6548,42.1841,15.27394,1.21215,0.0,22.0
2540,0.0,3.0,23.0,1.0,23.0,0.0,1.0,0.0,1.2928441078629784e-05,1.4917432013803597e-06,1.1436697877249423e-05,6.364770992556202e-05,4.972477337934533e-07,0.0,0.0002197834983367,4.972477337934533e-07,0.0001302789062538,4.972477337934533e-07,18030.70007508441,402.56,0.1,0.92,20.6436,269.0,19.90649,5.22,5.22,0.22413,26.7905,20.63253,1.34324,0.0,13.0
2541,0.0,1.0,25.0,2.0,23.0,0.0,1.0,0.0,1.3430517219166642e-05,4.974265636728386e-07,1.2435664091820963e-05,6.416802671379617e-05,9.948531273456772e-07,0.0,0.000195986066087,0.0,0.0001298283331186,4.974265636728386e-07,19655.313236968545,435.64,0.0,0.91,34.8529,275.0106,23.20491,5.43,5.43,0.8301,11.9311,11.83577,0.88634,0.0,23.0
2542,0.0,4.0,27.0,10.0,22.0,0.0,1.0,0.0,1.3437883384057195e-05,1.990797538378844e-06,1.3437883384057195e-05,6.619401815109656e-05,4.976993845947109e-06,0.0,0.0001756878827619,4.976993845947109e-07,0.0001229317479948,4.976993845947109e-07,23925.90251562154,534.5,0.0,1.5,7.49,63.50726,6.20477,4.08,4.08,0.00381,35.663,11.62208,0.62211,0.0,22.0
2543,0.0,5.0,29.0,1.0,21.0,0.0,1.0,0.0,1.2950071001254665e-05,2.4903982694720505e-06,1.4444309962937893e-05,7.122539050690064e-05,4.980796538944101e-07,0.0,0.0001618758875156,0.0,0.0001110717628184,4.980796538944101e-07,27779.396536652934,606.74,0.1,1.7,15.6328,183.3106,3.96637,4.58,4.58,0.61282,32.6598,14.95709,0.73933,0.0,32.0
2544,0.0,2.0,28.0,4.0,21.0,0.0,1.0,0.0,1.2464525959120344e-05,9.971620767296274e-07,1.3960269074214783e-05,7.528573679308688e-05,1.994324153459255e-06,0.0,0.0001525657977396,0.0,9.77218835195035e-05,4.985810383648137e-07,25184.82399092184,594.69,0.0,1.2,27.4831,141.6841,3.92136,4.55,4.55,0.4021,35.5209,14.47864,0.7119,0.0,27.0
2545,0.0,1.0,27.0,7.0,21.0,0.0,1.0,0.0,1.1981213457298957e-05,4.992172273874564e-07,1.3478865139461323e-05,8.13724080641554e-05,3.4945205917121955e-06,0.0,0.000150763602671,0.0,8.935988370235471e-05,4.992172273874564e-07,24086.23278699,557.44,0.0,0.98,15.5552,114.404,11.29937,10.33,4.85,0.46404,7.63,4.00185,0.62151,0.0,5.0
2546,0.0,2.0,26.0,0.0,19.0,0.0,1.0,0.0,1.149947102433288e-05,9.999540021159029e-07,1.2999402027506734e-05,8.699599818408353e-05,0.0,0.0,0.0001519930083216,0.0,8.199622817350402e-05,4.999770010579513e-07,25786.31382956384,595.68,0.0,0.69,5.95,145.0,2.48198,10.61,0.0,0.54812,34.5148,6.86526,0.83107,0.0,4.0
2547,0.0,2.0,27.0,1.0,18.0,0.0,1.0,0.0,1.1519485209231417e-05,1.001694366020123e-06,1.352287394127166e-05,9.365842322288152e-05,5.008471830100615e-07,0.0,0.0001567651682821,0.0,7.913385491558973e-05,5.008471830100615e-07,23342.984658549936,575.65,0.1,0.54,27.0745,136.0,10.16516,10.95,5.5,0.29999,21.9505,9.65924,0.64428,0.0,8.0
2548,0.0,5.0,26.0,3.0,15.0,0.0,1.0,0.0,1.10403524883449e-05,2.5091710200783865e-06,1.304768930440761e-05,9.936317239510412e-05,1.505502612047032e-06,0.0,0.0001560704374488,0.0,7.376962799030457e-05,5.018342040156773e-07,24296.80482162303,610.37,0.1,0.44,16.1595,98.33864,6.25267,9.53,4.09,0.80925,8.59,21.42907,0.83356,0.0,1.0
2549,0.0,4.0,24.0,3.0,18.0,0.0,1.0,0.0,1.0058884711098771e-05,2.0117769422197546e-06,1.2070661653318526e-05,0.000101594735582,1.5088327066648155e-06,0.0,0.0001483685494887,0.0,6.63886390932519e-05,5.029442355549387e-07,25152.24122010248,607.9,0.0,1.0,4.32,80.52486,3.12165,10.92,10.46,0.6942,32.7895,20.36018,0.98478,0.0,1.0
2550,0.0,3.0,26.0,1.0,14.0,0.0,1.0,0.0,1.0587815340433556e-05,1.5125450486333651e-06,1.3108723754822498e-05,0.0001099116068673,5.041816828777884e-07,0.0,0.0001588172301065,0.0,7.008125392001259e-05,5.041816828777884e-07,21736.280712227213,508.71,0.1,0.54,5.86,125.0,2.7957,11.49,4.9,0.60563,21.0407,8.56588,1.15741,0.0,1.0
2551,0.0,3.0,26.0,0.0,14.0,0.0,1.0,0.0,1.0616628977633795e-05,1.5166612825191136e-06,1.314439778183232e-05,0.0001066718435371,0.0,0.0,0.0001617772034687,5.055537608397046e-07,6.926086523503952e-05,5.055537608397046e-07,22625.553012620137,508.63,0.1,0.35,23.6353,30.94342,2.96653,10.51,5.32,0.40173,19.048,20.3359,0.98042,0.0,0.0
2552,0.0,2.0,27.0,0.0,14.0,0.0,1.0,0.0,1.0648406846215709e-05,1.014133985353877e-06,1.369080880227734e-05,0.0001069911354548,0.0,0.0,0.0001688533085614,5.070669926769385e-07,6.946817799674058e-05,5.070669926769385e-07,24629.257968304257,542.89,0.1,0.35,14.2857,107.0,5.15316,10.12,5.081176470588235,0.4049,33.4398,20.22642,0.97411,0.0,3.0
2553,0.0,2.0,27.0,0.0,14.0,0.0,1.0,0.0,1.0648406846215709e-05,1.014133985353877e-06,1.369080880227734e-05,0.0001064840684621,0.0,0.0,0.0001749381124735,5.070669926769385e-07,6.896111100406364e-05,5.070669926769385e-07,27484.04513707542,598.61,0.0,0.3,12.7934,94.0,1.81366,9.99,5.081176470588235,0.4891,7.88,10.61122,1.02641,0.0,0.0
2554,0.0,2.0,28.0,0.0,14.0,0.0,1.0,0.0,1.0210447534125868e-05,1.0210447534125869e-06,1.4294626547776215e-05,0.0001066991767316,0.0,0.0,0.0001822564884841,5.105223767062934e-07,6.943104323205591e-05,5.105223767062934e-07,27740.76490546657,613.13,0.1,0.68,22.6666,105.0,8.50424,11.05,5.081176470588235,0.30006,19.7829,10.53559,1.01824,0.0,0.0
2555,107.0,14.0,2.0,0.0,3.0,0.0,13.0,0.000246697254052,0.0002098079450349,3.227814538998916e-05,4.611163627141309e-06,1.613907269499458e-05,0.0,0.0,0.0004887833444769,8.991769072925553e-05,0.0002605307449334,2.9972563576418508e-05,968.3443616996748,2.65,67.725,10.0,2.06,73.00428,26.3361,0.01443,0.02,0.09423,1.54,18.61411,3.15468,0.0,0.0
2556,130.0,15.0,2.0,0.0,3.0,0.0,13.0,0.0002915412665449,0.0002108067619632,3.363937690903464e-05,4.485250254537952e-06,1.569837589088283e-05,0.0,0.0,0.0005001054033809,8.521975483622109e-05,0.0002601445147632,2.9154126654496687e-05,919.4763021802802,2.96,67.725,9.5,17.0509,59.67387,27.40577,0.01443,0.01,1.61815,1.52,25.17523,3.02368,0.0,0.0
2557,168.0,16.0,2.0,0.0,3.0,1.0,13.0,0.0003666337132793,0.0002116873225481,3.491749650279449e-05,4.364687062849311e-06,1.7458748251397245e-05,0.0,2.182343531424656e-06,0.0005106683863533,8.292905419413692e-05,0.0002596988802395,2.837046590852052e-05,755.0908618729309,2.08,67.725,8.1,31.8265,82.9927,28.44578,0.0144,1.08,0.095,1.56,25.42506,8.60808,0.0,0.0
2558,184.0,17.0,2.0,0.0,3.0,1.0,13.0,0.0003909453653851,0.000208220901129,3.6119952236674926e-05,4.249406145491167e-06,1.699762458196467e-05,0.0,2.124703072745584e-06,0.0005269263620409,7.436460754609543e-05,0.0002592137748749,2.762113994569259e-05,750.0201846791911,1.63,67.725,9.0,32.4977,84.00201,9.02668,0.01643,0.74,1.9112,1.67,6.24818,5.74715,0.0,0.0
2559,206.0,17.0,2.0,0.0,3.0,0.0,13.0,0.0004263483265828,0.0002048955550082,3.518408520343645e-05,4.139304141580759e-06,1.6557216566323035e-05,0.0,0.0,0.000542248842547,6.829851833608253e-05,0.000256636856778,2.6905476920274934e-05,823.721524174571,1.78,67.725,10.0,30.7249,64.27291,18.31954,0.02255,0.02,1.90934,25.627,25.51723,8.24417,0.0,0.0
2560,220.0,18.0,3.0,0.0,3.0,0.0,13.0,0.0004437711673803,0.000203731308661,3.630855005839625e-05,6.051425009732709e-06,1.8154275029198125e-05,0.0,0.0,0.0005587482425653,6.65656751070598e-05,0.0002561769920786,2.6222841708841736e-05,962.1765765475006,1.99,67.0,12.0,2.06,62.6743,17.4515,0.02659,0.03,0.09006,25.9284,25.62181,2.73043,0.0,0.0
2561,222.0,19.0,3.0,0.0,3.0,0.0,13.0,0.0004366795047818,0.0002026035540204,3.737347112997706e-05,5.901074388943747e-06,1.770322316683124e-05,0.0,0.0,0.000556668017357,6.294479348206663e-05,0.0002557132235208,2.557132235208957e-05,1060.2263652135598,2.38,67.725,11.0,2.06,64.84521,26.42085,0.02245,0.03,3.82529,1.59,25.54279,7.82614,0.0,0.0
