,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)","Mean total cholesterol,  crude","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in pregnant women (aged 15-49) (%),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mean BMI (kg/m²) (age-standardized estimate)
2090,21.5,3.9,9.2,107.0,55.6,13.9,21.3
2091,22.0,3.9,9.8,107.0,55.5,13.7,21.4
2092,18.294117647058822,3.9,10.4,107.0,55.3,15.13529411764706,21.029411764705884
2093,18.294117647058822,3.9,11.0,107.0,55.1,15.13529411764706,21.029411764705884
2094,18.294117647058822,3.826315789473684,11.7,107.0,54.9,15.13529411764706,21.029411764705884
2095,19.1,3.6,8.5,105.0,59.1,14.5,21.8
2096,19.6,3.6,8.9,105.0,59.1,14.3,21.8
2097,20.1,3.6,9.4,105.0,58.9,14.1,21.9
2098,20.7,3.6,10.0,105.0,58.8,13.9,22.0
2099,21.2,3.6,10.6,105.0,58.6,13.7,22.0
2100,21.8,3.6,11.3,105.0,58.4,13.5,22.1
2101,22.4,3.7,11.9,105.0,58.2,13.3,22.2
2102,23.0,3.7,12.7,106.0,58.0,13.1,22.2
2103,23.7,3.7,13.5,106.0,57.7,12.8,22.3
2104,24.3,3.7,14.4,106.0,57.5,12.6,22.3
2105,24.9,3.7,15.4,106.0,57.3,12.4,22.4
2106,25.6,3.7,16.4,106.0,57.1,12.2,22.4
2107,26.2,3.7,17.5,106.0,56.9,11.9,22.4
2108,26.9,3.7,18.7,106.0,56.8,11.7,22.5
2109,27.6,3.7,20.0,106.0,56.6,11.5,22.5
2110,28.3,3.7,21.4,106.0,56.5,11.3,22.5
2111,28.9,3.7,22.8,106.0,56.3,11.1,22.5
2112,23.78235294117647,3.8,24.3,107.0,56.2,12.81764705882353,22.223529411764705
2113,23.78235294117647,3.8,25.8,107.0,56.0,12.81764705882353,22.223529411764705
2114,23.78235294117647,3.6789473684210527,27.4,107.0,55.9,12.81764705882353,22.223529411764705
2115,50.7,5.6,25.0,120.0,17.2,0.9,26.0
2116,51.2,5.6,26.4,120.0,16.9,0.8,26.1
2117,51.8,5.5,27.9,120.0,16.6,0.8,26.2
2118,52.3,5.5,29.4,120.0,16.4,0.8,26.3
2119,52.8,5.5,30.9,120.0,16.2,0.7,26.4
2120,53.3,5.4,32.4,120.0,16.1,0.7,26.5
2121,53.8,5.4,33.8,120.0,16.0,0.7,26.6
2122,54.3,5.4,35.2,120.0,15.9,0.7,26.7
2123,54.8,5.3,36.5,120.0,15.9,0.6,26.8
2124,55.2,5.3,37.8,120.0,15.8,0.6,26.8
2125,55.7,5.3,39.1,120.0,15.8,0.6,26.9
2126,56.1,5.3,40.3,120.0,15.7,0.6,27.0
2127,56.6,5.2,41.4,120.0,15.7,0.5,27.0
2128,57.0,5.2,42.4,120.0,15.8,0.5,27.1
2129,57.4,5.2,43.4,120.0,15.8,0.5,27.2
2130,57.9,5.2,44.4,120.0,15.9,0.5,27.2
2131,58.3,5.1,45.3,120.0,16.1,0.5,27.3
2132,54.65882352941177,5.1,46.1,120.0,16.3,0.6470588235294118,26.71176470588236
2133,54.65882352941177,5.1,46.9,120.0,16.4,0.6470588235294118,26.71176470588236
2134,54.65882352941177,5.326315789473685,47.8,120.0,16.7,0.6470588235294118,26.71176470588236
2135,51.8,4.7,15.3,114.0,38.4,5.7,25.1
2136,52.4,4.7,16.0,114.0,37.8,5.5,25.1
2137,52.9,4.7,16.7,114.0,37.2,5.3,25.2
2138,53.4,4.7,17.5,114.0,36.6,5.2,25.3
2139,54.0,4.7,18.4,115.0,36.0,5.0,25.3
2140,54.6,4.7,19.3,115.0,35.4,4.9,25.4
2141,55.2,4.7,20.3,115.0,34.9,4.7,25.5
2142,55.9,4.7,21.3,115.0,34.2,4.6,25.5
2143,56.7,4.6,22.2,115.0,33.4,4.4,25.6
2144,57.5,4.6,23.2,116.0,32.8,4.3,25.7
2145,58.2,4.6,24.2,116.0,32.2,4.1,25.8
2146,58.9,4.6,25.1,116.0,31.8,4.0,25.9
2147,59.6,4.6,25.9,116.0,31.5,3.8,26.0
2148,60.4,4.5,26.8,116.0,31.2,3.7,26.1
2149,61.1,4.5,27.5,116.0,31.1,3.5,26.2
2150,61.9,4.5,28.2,116.0,30.9,3.4,26.3
2151,62.6,4.5,28.9,116.0,30.8,3.3,26.4
2152,56.88823529411765,4.5,29.4,116.0,30.6,4.435294117647059,25.670588235294115
2153,56.88823529411765,4.5,29.9,116.0,30.4,4.435294117647059,25.670588235294115
2154,56.88823529411765,4.610526315789474,30.4,116.0,30.2,4.435294117647059,25.670588235294115
2155,18.2,4.3,20.6,109.0,48.5,20.8,22.0
2156,18.8,4.3,21.2,109.0,48.3,20.5,22.1
2157,19.3,4.2,21.8,109.0,48.3,20.1,22.2
2158,19.9,4.2,22.3,109.0,48.3,19.8,22.3
2159,20.5,4.2,22.9,109.0,48.2,19.4,22.4
2160,21.1,4.2,23.3,109.0,48.1,19.1,22.5
2161,21.7,4.2,23.7,109.0,48.1,18.7,22.5
2162,22.3,4.2,24.0,110.0,48.0,18.4,22.6
2163,22.9,4.2,24.3,110.0,47.8,18.0,22.7
2164,23.6,4.2,24.5,110.0,47.7,17.7,22.8
2165,24.2,4.2,24.7,110.0,47.4,17.3,22.8
2166,24.9,4.2,24.8,110.0,47.3,17.0,22.9
2167,25.6,4.2,24.8,110.0,47.1,16.6,23.0
2168,26.3,4.2,24.9,110.0,46.6,16.3,23.1
2169,27.0,4.2,24.9,110.0,46.2,15.9,23.1
2170,27.7,4.2,24.9,110.0,45.8,15.6,23.2
2171,28.4,4.2,24.9,111.0,45.4,15.2,23.3
2172,23.08235294117647,4.2,24.9,111.0,45.0,18.023529411764702,22.676470588235293
2173,23.08235294117647,4.2,24.9,111.0,44.5,18.023529411764702,22.676470588235293
2174,23.08235294117647,4.2105263157894735,24.9,111.0,44.0,18.023529411764702,22.676470588235293
2175,48.5,4.7,24.9,117.0,27.7,3.5,25.0
2176,49.3,4.7,25.9,118.0,27.3,3.3,25.1
2177,50.0,4.7,26.9,118.0,27.0,3.2,25.2
2178,50.8,4.8,27.9,118.0,26.9,3.0,25.3
2179,51.5,4.8,29.0,118.0,26.7,2.9,25.3
2180,52.1,4.8,30.2,118.0,26.5,2.8,25.4
2181,52.8,4.8,31.4,118.0,26.1,2.7,25.5
2182,53.4,4.8,32.6,118.0,25.7,2.6,25.6
2183,54.0,4.8,33.8,118.0,25.2,2.5,25.7
2184,54.6,4.8,35.0,119.0,24.5,2.4,25.7
2185,55.2,4.8,36.2,119.0,24.1,2.3,25.8
2186,55.8,4.8,37.4,119.0,24.0,2.2,25.9
2187,56.4,4.8,38.6,119.0,23.7,2.2,25.9
2188,57.0,4.8,39.8,119.0,23.4,2.1,26.0
2189,57.6,4.8,40.8,119.0,23.2,2.0,26.1
2190,58.2,4.7,41.9,119.0,23.0,1.9,26.1
2191,58.8,4.7,42.9,119.0,22.8,1.9,26.2
2192,53.88235294117647,4.7,43.8,119.0,22.7,2.5588235294117645,25.63529411764706
2193,53.88235294117647,4.7,44.8,119.0,22.6,2.5588235294117645,25.63529411764706
2194,53.88235294117647,4.7631578947368425,45.7,119.0,22.6,2.5588235294117645,25.63529411764706
2195,42.3,4.6,16.5,118.0,27.0,2.6,24.8
2196,43.0,4.6,17.1,118.0,27.0,2.5,24.9
2197,43.8,4.6,17.7,118.0,27.0,2.4,25.0
2198,44.5,4.6,18.3,118.0,27.0,2.3,25.1
2199,45.3,4.6,19.0,118.0,27.1,2.2,25.2
2200,46.0,4.6,19.7,118.0,27.1,2.1,25.3
2201,46.7,4.6,20.3,118.0,27.1,2.0,25.4
2202,47.5,4.6,21.0,118.0,27.0,2.0,25.5
2203,48.1,4.6,21.6,118.0,26.7,1.9,25.7
2204,48.8,4.6,22.3,118.0,26.3,1.8,25.8
2205,49.5,4.6,22.9,118.0,25.9,1.7,25.9
2206,50.2,4.6,23.6,118.0,25.9,1.7,26.0
2207,50.8,4.6,24.2,118.0,25.9,1.6,26.1
2208,51.5,4.6,24.9,118.0,25.8,1.5,26.2
2209,52.2,4.6,25.5,118.0,25.6,1.5,26.3
2210,52.8,4.6,26.1,118.0,25.6,1.4,26.4
2211,53.5,4.6,26.7,118.0,25.6,1.4,26.5
2212,48.02941176470589,4.6,27.2,118.0,25.7,1.9176470588235293,25.65294117647059
2213,48.02941176470589,4.6,27.8,118.0,25.6,1.9176470588235293,25.65294117647059
2214,48.02941176470589,4.6,28.4,118.0,25.4,1.9176470588235293,25.65294117647059
2215,48.3,4.6,18.5,116.0,31.6,1.9,24.3
2216,48.9,4.6,19.2,116.0,31.8,1.8,24.4
2217,49.5,4.6,20.0,116.0,31.8,1.7,24.5
2218,50.1,4.6,20.8,116.0,31.9,1.7,24.7
2219,50.7,4.6,21.6,116.0,31.8,1.6,24.8
2220,51.3,4.6,22.5,116.0,31.6,1.5,24.9
2221,51.9,4.6,23.3,116.0,31.2,1.5,25.0
2222,52.4,4.6,24.0,117.0,30.7,1.4,25.1
2223,53.0,4.6,24.8,117.0,30.1,1.4,25.2
2224,53.6,4.6,25.5,117.0,29.5,1.3,25.3
2225,54.2,4.6,26.2,117.0,29.0,1.3,25.5
2226,54.7,4.6,26.8,117.0,28.5,1.2,25.6
2227,55.3,4.5,27.3,117.0,28.1,1.2,25.7
2228,55.8,4.5,27.8,117.0,27.8,1.1,25.8
2229,56.4,4.5,28.1,117.0,27.6,1.1,26.0
2230,56.9,4.5,28.4,117.0,27.4,1.1,26.1
2231,57.5,4.5,28.5,117.0,27.2,1.0,26.2
2232,52.97058823529412,4.5,28.7,117.0,27.1,1.4,25.24117647058824
2233,52.97058823529412,4.5,28.8,117.0,27.1,1.4,25.24117647058824
2234,52.97058823529412,4.563157894736841,28.9,117.0,27.1,1.4,25.24117647058824
2235,19.6,4.6,15.3,111.0,42.3,15.2,22.0
2236,20.1,4.6,16.1,111.0,41.8,14.9,22.1
2237,20.5,4.6,16.9,112.0,41.4,14.6,22.1
2238,21.0,4.6,17.8,112.0,41.1,14.4,22.2
2239,21.4,4.6,18.7,112.0,40.7,14.1,22.2
2240,21.9,4.6,19.6,112.0,40.2,13.8,22.3
2241,22.3,4.6,20.5,112.0,39.9,13.5,22.3
2242,22.8,4.7,21.4,112.0,39.2,13.3,22.3
2243,23.3,4.7,22.3,113.0,38.3,13.0,22.4
2244,23.8,4.7,23.1,113.0,37.5,12.7,22.4
2245,24.3,4.7,23.8,113.0,36.5,12.4,22.5
2246,24.8,4.8,24.5,114.0,35.3,12.2,22.5
2247,25.3,4.8,25.1,114.0,33.9,11.9,22.6
2248,25.9,4.8,25.7,115.0,32.3,11.6,22.6
2249,26.4,4.8,26.2,115.0,31.1,11.4,22.7
2250,27.0,4.8,26.7,115.0,29.9,11.1,22.7
2251,27.6,4.9,27.2,116.0,28.9,10.9,22.8
2252,23.41176470588235,4.9,27.7,116.0,27.7,13.0,22.394117647058824
2253,23.41176470588235,4.9,28.2,117.0,26.6,13.0,22.394117647058824
2254,23.41176470588235,4.721052631578948,28.7,117.0,25.5,13.0,22.394117647058824
2255,51.3,5.3,30.7,119.0,25.1,1.2,25.6
2256,51.7,5.3,31.9,119.0,24.7,1.2,25.7
2257,52.1,5.3,33.1,119.0,24.4,1.1,25.8
2258,52.5,5.3,34.4,119.0,24.1,1.1,25.8
2259,53.0,5.3,35.7,119.0,23.9,1.1,25.9
2260,53.4,5.2,36.9,119.0,23.7,1.0,26.0
2261,53.8,5.2,38.2,119.0,23.5,1.0,26.2
2262,54.3,5.2,39.5,119.0,23.3,1.0,26.3
2263,54.7,5.2,40.8,119.0,23.0,1.0,26.4
2264,55.2,5.2,42.2,119.0,22.8,0.9,26.5
2265,55.6,5.2,43.5,119.0,22.5,0.9,26.6
2266,56.1,5.1,45.0,120.0,22.3,0.9,26.7
2267,56.5,5.1,46.4,120.0,22.1,0.8,26.9
2268,57.0,5.1,47.8,120.0,21.9,0.8,27.0
2269,57.4,5.1,49.3,120.0,21.7,0.8,27.1
2270,57.8,5.1,50.7,120.0,21.7,0.8,27.3
2271,58.3,5.1,52.2,120.0,21.6,0.7,27.4
2272,54.74705882352941,5.0,53.5,120.0,21.5,0.9588235294117649,26.423529411764704
2273,54.74705882352941,5.0,54.9,120.0,21.5,0.9588235294117649,26.423529411764704
2274,54.74705882352941,5.173684210526315,56.2,120.0,21.6,0.9588235294117649,26.423529411764704
2275,47.9,5.3,33.2,119.0,21.1,1.0,25.7
2276,48.6,5.2,34.6,119.0,20.7,1.0,25.7
2277,49.3,5.2,36.0,119.0,20.4,0.9,25.8
2278,49.9,5.2,37.5,119.0,20.1,0.9,25.9
2279,50.6,5.2,39.1,119.0,19.9,0.9,26.0
2280,51.2,5.2,40.6,119.0,19.7,0.8,26.1
2281,51.8,5.2,42.1,119.0,19.5,0.8,26.1
2282,52.4,5.2,43.6,119.0,19.4,0.8,26.1
2283,53.0,5.2,45.0,119.0,19.2,0.8,26.2
2284,53.6,5.2,46.4,119.0,19.1,0.7,26.2
2285,54.2,5.2,47.8,119.0,19.1,0.7,26.2
2286,54.8,5.2,49.1,119.0,19.0,0.7,26.2
2287,55.4,5.2,50.3,119.0,19.0,0.7,26.2
2288,55.9,5.2,51.5,119.0,19.1,0.6,26.2
2289,56.5,5.2,52.6,119.0,19.1,0.6,26.1
2290,57.0,5.2,53.6,119.0,19.2,0.6,26.1
2291,57.5,5.2,54.6,119.0,19.2,0.6,26.1
2292,52.91764705882353,5.1,55.5,119.0,19.3,0.7705882352941176,26.052941176470583
2293,52.91764705882353,5.1,56.4,119.0,19.3,0.7705882352941176,26.052941176470583
2294,52.91764705882353,5.194736842105264,57.2,119.0,19.4,0.7705882352941176,26.052941176470583
2295,62.9,5.0,26.0,116.0,30.6,2.3,27.2
2296,63.5,5.0,27.2,116.0,30.2,2.2,27.3
2297,64.0,5.0,28.4,116.0,29.8,2.2,27.4
2298,64.6,4.9,29.7,117.0,29.5,2.1,27.5
2299,65.1,4.9,31.1,117.0,29.2,2.0,27.6
2300,65.6,4.9,32.5,117.0,28.9,1.9,27.7
2301,66.1,4.8,33.9,117.0,28.5,1.8,27.8
2302,66.6,4.8,35.4,117.0,28.2,1.8,27.9
2303,67.2,4.7,36.8,117.0,27.9,1.7,28.0
2304,67.7,4.7,38.3,117.0,27.6,1.6,28.1
2305,68.3,4.6,39.6,117.0,27.2,1.5,28.2
2306,68.9,4.6,40.9,117.0,27.0,1.5,28.3
2307,69.5,4.6,42.1,117.0,26.9,1.4,28.4
2308,70.0,4.5,43.2,117.0,26.7,1.4,28.5
2309,70.6,4.5,44.2,117.0,26.7,1.3,28.6
2310,71.1,4.5,45.1,117.0,26.6,1.3,28.7
2311,71.7,4.4,45.9,117.0,26.6,1.2,28.8
2312,67.25882352941177,4.4,46.6,117.0,26.7,1.7176470588235293,28.0
2313,67.25882352941177,4.3,47.2,117.0,26.7,1.7176470588235293,28.0
2314,67.25882352941177,4.689473684210526,47.8,117.0,26.7,1.7176470588235293,28.0
2315,49.8,5.2,31.8,117.0,28.4,1.6,24.6
2316,50.2,5.2,32.9,117.0,28.1,1.6,24.7
2317,50.6,5.2,34.0,117.0,27.8,1.5,24.8
2318,51.0,5.1,35.1,117.0,27.6,1.5,24.9
2319,51.5,5.1,36.2,118.0,27.3,1.4,25.1
2320,52.0,5.1,37.4,118.0,27.0,1.4,25.2
2321,52.5,5.1,38.5,118.0,26.8,1.4,25.4
2322,53.0,5.1,39.6,118.0,26.6,1.3,25.5
2323,53.5,5.1,40.7,118.0,26.3,1.3,25.7
2324,54.0,5.1,41.9,118.0,26.1,1.2,25.8
2325,54.5,5.1,43.0,118.0,26.0,1.2,26.0
2326,55.0,5.1,44.2,118.0,25.8,1.2,26.1
2327,55.6,5.1,45.4,118.0,25.7,1.1,26.3
2328,56.1,5.1,46.6,118.0,25.6,1.1,26.5
2329,56.6,5.1,47.7,118.0,25.5,1.1,26.7
2330,57.1,5.1,48.9,118.0,25.4,1.0,26.8
2331,57.7,5.1,50.0,118.0,25.4,1.0,27.0
2332,53.57058823529412,5.1,51.1,118.0,25.3,1.288235294117647,25.71176470588236
2333,53.57058823529412,5.1,52.2,118.0,25.3,1.288235294117647,25.71176470588236
2334,53.57058823529412,5.1157894736842096,53.3,118.0,25.3,1.288235294117647,25.71176470588236
2335,51.5,5.2,25.3,118.0,26.4,1.7,24.9
2336,51.8,5.2,26.4,118.0,26.3,1.7,25.0
2337,52.1,5.2,27.6,118.0,26.2,1.6,25.0
2338,52.4,5.1,28.7,118.0,26.0,1.6,25.1
2339,52.8,5.1,29.8,118.0,25.6,1.5,25.2
2340,53.1,5.1,30.9,118.0,25.2,1.5,25.2
2341,53.5,5.1,31.9,118.0,24.9,1.4,25.3
2342,53.8,5.1,32.9,119.0,24.6,1.4,25.4
2343,54.2,5.1,33.9,119.0,24.2,1.4,25.4
2344,54.5,5.1,34.8,119.0,23.8,1.3,25.5
2345,54.9,5.1,35.7,119.0,23.5,1.3,25.5
2346,55.3,5.1,36.6,119.0,23.3,1.2,25.6
2347,55.6,5.1,37.5,119.0,23.2,1.2,25.6
2348,56.0,5.2,38.3,119.0,23.1,1.2,25.7
2349,56.3,5.2,39.0,119.0,23.0,1.1,25.7
2350,56.7,5.2,39.8,119.0,23.0,1.1,25.8
2351,57.1,5.2,40.5,119.0,23.1,1.1,25.8
2352,54.21176470588235,5.2,41.2,119.0,23.2,1.3705882352941177,25.394117647058824
2353,54.21176470588235,5.2,41.9,119.0,23.3,1.3705882352941177,25.394117647058824
2354,54.21176470588235,5.147368421052631,42.6,119.0,23.4,1.3705882352941177,25.394117647058824
2355,15.8,3.6,4.2,120.0,25.0,15.5,20.4
2356,16.3,3.7,4.3,120.0,25.0,15.3,20.5
2357,16.8,3.7,4.5,120.0,24.8,15.1,20.6
2358,17.4,3.7,4.7,120.0,24.7,14.9,20.6
2359,17.9,3.7,4.9,120.0,24.4,14.7,20.7
2360,18.5,3.7,5.0,120.0,24.2,14.4,20.8
2361,19.1,3.7,5.2,120.0,23.9,14.2,20.8
2362,19.6,3.7,5.4,120.0,23.6,14.0,20.9
2363,20.2,3.7,5.7,120.0,23.2,13.8,20.9
2364,20.8,3.7,5.9,120.0,23.0,13.5,21.0
2365,21.4,3.7,6.1,120.0,22.8,13.3,21.0
2366,22.0,3.7,6.4,120.0,22.8,13.1,21.1
2367,22.6,3.7,6.7,120.0,22.8,12.8,21.1
2368,23.2,3.7,7.1,120.0,22.8,12.6,21.1
2369,23.8,3.7,7.4,120.0,22.9,12.4,21.2
2370,24.5,3.7,7.8,120.0,23.1,12.1,21.2
2371,25.1,3.7,8.3,120.0,23.2,11.9,21.3
2372,20.294117647058822,3.7,8.7,119.0,23.3,13.741176470588234,20.894117647058824
2373,20.294117647058822,3.7,9.2,119.0,23.4,13.741176470588234,20.894117647058824
2374,20.294117647058822,3.694736842105263,9.7,119.0,23.5,13.741176470588234,20.894117647058824
2375,39.0,4.3,23.7,121.0,23.1,7.6,26.1
2376,39.7,4.3,24.5,121.0,22.7,7.4,26.3
2377,40.2,4.3,25.4,121.0,22.3,7.2,26.5
2378,40.8,4.3,26.3,121.0,22.2,7.1,26.8
2379,41.3,4.4,27.2,121.0,22.0,6.9,27.0
2380,41.8,4.4,28.1,121.0,21.7,6.7,27.2
2381,42.3,4.4,28.9,121.0,21.4,6.6,27.4
2382,42.7,4.4,29.8,121.0,21.1,6.4,27.6
2383,43.2,4.4,30.7,122.0,20.7,6.3,27.8
2384,43.7,4.4,31.5,122.0,20.3,6.2,28.0
2385,44.1,4.4,32.3,122.0,19.9,6.0,28.2
2386,44.7,4.4,33.0,122.0,19.6,5.9,28.5
2387,45.3,4.4,33.7,122.0,19.3,5.8,28.7
2388,45.9,4.4,34.4,122.0,19.0,5.6,28.9
2389,46.6,4.5,35.0,122.0,19.0,5.5,29.2
2390,47.3,4.5,35.6,122.0,19.0,5.3,29.4
2391,48.1,4.5,36.1,122.0,19.0,5.2,29.6
2392,43.33529411764706,4.5,36.6,122.0,19.0,6.335294117647059,27.83529411764706
2393,43.33529411764706,4.5,37.1,122.0,19.0,6.335294117647059,27.83529411764706
2394,43.33529411764706,4.405263157894737,37.5,122.0,19.1,6.335294117647059,27.83529411764706
2395,42.9,4.3,21.1,118.0,27.6,6.5,24.6
2396,43.6,4.3,21.9,118.0,27.0,6.2,24.8
2397,44.4,4.3,22.6,119.0,26.5,6.0,24.9
2398,45.1,4.3,23.4,119.0,26.0,5.8,25.0
2399,45.9,4.3,24.2,119.0,25.5,5.6,25.1
2400,46.7,4.3,25.0,119.0,24.9,5.4,25.2
2401,47.4,4.4,25.8,120.0,24.4,5.2,25.3
2402,48.2,4.4,26.5,120.0,23.9,5.1,25.4
2403,49.0,4.4,27.3,120.0,23.4,4.9,25.5
2404,49.7,4.4,28.0,120.0,23.0,4.7,25.6
2405,50.5,4.4,28.7,120.0,22.7,4.6,25.7
2406,51.2,4.4,29.3,120.0,22.4,4.4,25.8
2407,52.0,4.4,29.9,121.0,22.1,4.2,25.9
2408,52.7,4.4,30.5,121.0,21.9,4.1,26.0
2409,53.5,4.4,31.0,121.0,21.8,3.9,26.1
2410,54.2,4.4,31.5,121.0,21.6,3.8,26.2
2411,55.0,4.4,32.0,121.0,21.5,3.7,26.3
2412,48.94117647058823,4.4,32.4,121.0,21.4,4.947058823529411,25.49411764705882
2413,48.94117647058823,4.4,32.8,121.0,21.3,4.947058823529411,25.49411764705882
2414,48.94117647058823,4.368421052631579,33.3,121.0,21.4,4.947058823529411,25.49411764705882
2415,69.8,4.6,15.9,114.0,40.9,0.2,29.0
2416,70.4,4.6,16.2,114.0,40.8,0.2,29.1
2417,71.0,4.6,16.4,114.0,40.8,0.2,29.2
2418,71.5,4.6,16.7,114.0,40.9,0.2,29.3
2419,72.1,4.6,16.9,114.0,40.9,0.2,29.4
2420,72.6,4.6,17.2,114.0,41.0,0.2,29.4
2421,73.1,4.5,17.5,114.0,41.0,0.2,29.5
2422,73.6,4.5,17.7,114.0,40.9,0.2,29.6
2423,74.1,4.5,18.0,114.0,40.8,0.2,29.7
2424,74.5,4.5,18.2,114.0,40.7,0.2,29.8
2425,75.0,4.5,18.5,114.0,40.7,0.2,29.9
2426,75.4,4.5,18.7,114.0,40.6,0.2,29.9
2427,75.9,4.5,18.9,114.0,40.5,0.2,30.0
2428,76.3,4.5,19.1,114.0,40.7,0.2,30.1
2429,76.8,4.5,19.3,114.0,40.6,0.1,30.2
2430,77.2,4.4,19.5,114.0,40.3,0.1,30.3
2431,77.6,4.4,19.7,114.0,40.1,0.1,30.4
2432,73.93529411764706,4.4,19.9,114.0,39.9,0.1823529411764706,29.694117647058825
2433,73.93529411764706,4.4,20.1,114.0,39.7,0.1823529411764706,29.694117647058825
2434,73.93529411764706,4.510526315789474,20.3,114.0,39.4,0.1823529411764706,29.694117647058825
2435,61.0,4.5,20.6,116.0,33.0,3.0,26.8
2436,61.5,4.5,21.5,116.0,32.5,2.9,26.9
2437,62.0,4.6,22.4,116.0,32.0,2.8,27.0
2438,62.5,4.6,23.4,116.0,31.6,2.7,27.0
2439,63.0,4.6,24.5,116.0,31.2,2.7,27.1
2440,63.6,4.6,25.7,116.0,30.8,2.6,27.2
2441,64.1,4.6,26.8,116.0,30.2,2.5,27.2
2442,64.7,4.6,28.0,117.0,29.7,2.4,27.3
2443,65.2,4.6,29.1,117.0,29.1,2.3,27.3
2444,65.8,4.6,30.1,117.0,28.6,2.2,27.4
2445,66.4,4.6,31.2,117.0,28.1,2.2,27.5
2446,66.9,4.6,32.1,117.0,27.7,2.1,27.6
2447,67.5,4.6,33.0,117.0,27.4,2.0,27.7
2448,68.1,4.6,33.8,117.0,27.1,1.9,27.7
2449,68.6,4.6,34.5,117.0,27.1,1.9,27.8
2450,69.1,4.6,35.2,117.0,27.0,1.8,27.9
2451,69.7,4.6,35.8,117.0,27.1,1.8,28.0
2452,65.2764705882353,4.6,36.2,117.0,27.2,2.341176470588235,27.376470588235293
2453,65.2764705882353,4.6,36.6,117.0,27.2,2.341176470588235,27.376470588235293
2454,65.2764705882353,4.5894736842105255,37.0,117.0,27.3,2.341176470588235,27.376470588235293
2455,20.4,3.9,6.6,104.0,59.9,15.6,21.1
2456,20.9,3.9,6.9,104.0,59.9,15.4,21.2
2457,21.3,3.9,7.2,104.0,59.9,15.2,21.3
2458,21.8,3.9,7.6,105.0,59.9,15.1,21.3
2459,22.3,3.9,7.9,105.0,59.8,14.9,21.4
2460,22.7,3.9,8.3,105.0,59.7,14.7,21.4
2461,23.2,3.9,8.7,105.0,59.6,14.5,21.5
2462,23.7,3.9,9.0,105.0,59.4,14.3,21.5
2463,24.2,3.9,9.5,105.0,59.2,14.1,21.6
2464,24.7,3.9,9.9,105.0,58.9,13.9,21.6
2465,25.2,3.9,10.3,105.0,58.7,13.8,21.7
2466,25.7,3.9,10.8,105.0,58.4,13.6,21.7
2467,26.2,3.9,11.3,106.0,58.1,13.4,21.7
2468,26.8,3.9,11.9,106.0,57.8,13.2,21.7
2469,27.3,4.0,12.4,106.0,57.5,13.0,21.7
2470,27.8,4.0,13.0,106.0,57.3,12.8,21.8
2471,28.4,4.0,13.6,106.0,57.0,12.7,21.8
2472,24.27058823529412,4.0,14.2,106.0,56.7,14.129411764705882,21.529411764705884
2473,24.27058823529412,4.0,14.9,107.0,56.4,14.129411764705882,21.529411764705884
2474,24.27058823529412,3.926315789473684,15.5,107.0,56.1,14.129411764705882,21.529411764705884
2475,49.3,5.6,29.7,118.0,28.4,1.1,25.6
2476,49.7,5.5,30.8,118.0,28.1,1.0,25.6
2477,50.2,5.5,31.9,118.0,27.9,1.0,25.7
2478,50.7,5.5,33.1,118.0,27.6,1.0,25.8
2479,51.3,5.5,34.2,118.0,27.3,0.9,25.8
2480,51.8,5.5,35.3,118.0,27.0,0.9,25.9
2481,52.3,5.4,36.4,118.0,26.7,0.9,26.0
2482,52.8,5.4,37.4,118.0,26.4,0.8,26.0
2483,53.3,5.4,38.5,118.0,26.1,0.8,26.1
2484,53.8,5.4,39.6,118.0,25.8,0.8,26.2
2485,54.3,5.4,40.7,118.0,25.5,0.8,26.2
2486,54.8,5.4,41.7,118.0,25.3,0.8,26.3
2487,55.2,5.3,42.8,118.0,25.2,0.7,26.4
2488,55.7,5.3,43.9,118.0,25.0,0.7,26.4
2489,56.2,5.3,44.9,118.0,24.9,0.7,26.5
2490,56.7,5.3,45.9,118.0,24.8,0.7,26.6
2491,57.1,5.3,46.9,118.0,24.9,0.7,26.6
2492,53.24705882352941,5.2,47.8,118.0,25.0,0.8411764705882353,26.1
2493,53.24705882352941,5.2,48.7,118.0,25.1,0.8411764705882353,26.1
2494,53.24705882352941,5.389473684210526,49.7,118.0,25.1,0.8411764705882353,26.1
2495,19.6,3.9,6.0,106.0,56.6,14.1,21.4
2496,20.0,3.9,6.3,106.0,56.5,13.9,21.5
2497,20.5,3.9,6.6,106.0,56.4,13.7,21.5
2498,21.0,3.9,6.9,106.0,56.2,13.5,21.6
2499,21.5,3.9,7.3,106.0,56.0,13.3,21.6
2500,22.0,3.9,7.6,107.0,55.9,13.1,21.7
2501,22.5,3.9,8.0,107.0,55.7,13.0,21.7
2502,23.0,3.9,8.4,107.0,55.5,12.8,21.8
2503,23.5,3.9,8.8,107.0,55.3,12.6,21.8
2504,24.0,3.9,9.2,107.0,55.1,12.4,21.8
2505,24.5,3.9,9.7,107.0,54.9,12.2,21.8
2506,25.0,3.9,10.2,107.0,54.8,12.0,21.8
2507,25.5,3.9,10.8,107.0,54.7,11.8,21.9
