,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Domestic general government health expenditure (GGHE-D) per capita in PPP int$,per_capita-Parkinson's Disease,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%)
1093,7.38,265.28,3.5965077909350025e-05,1.77
1094,8.35,306.15,3.580251333643622e-05,1.89
1095,8.33,320.46,4.475314167054527e-05,1.86
1096,9.43,364.03,4.437935472418231e-05,2.06
1097,14.08,97.11,1.5426216900728685e-05,1.91
1098,14.4,102.84,1.6039913685768344e-05,1.98
1099,14.79,104.06,1.642525738769404e-05,1.94
1100,14.21,111.22,1.6801407702106437e-05,2.04
1101,15.73,112.95,1.7420455936883008e-05,2.02
1102,14.2,108.53,1.8058619592551574e-05,1.88
1103,14.59,126.51,1.846685444513646e-05,2.07
1104,14.23,128.23,1.8698768418974348e-05,1.98
1105,15.49,137.3,1.9150596444941726e-05,2.05
1106,16.03,146.47,1.9884733322753248e-05,2.26
1107,14.25,135.72,2.044214062421589e-05,2.06
1108,13.76,135.44,2.09049711370344e-05,1.99
1109,14.32,142.2,2.120712968095965e-05,2.03
1110,15.83,159.1,2.163708253649501e-05,2.21
1111,16.46,166.9,2.2052172435972404e-05,2.24
1112,18.11,178.82,2.2454589614222777e-05,2.28
1113,18.21,179.52,2.2844039463440254e-05,2.29
1114,17.21,174.08,2.3414156587152536e-05,2.2
1115,16.67,180.88,2.477243638916968e-05,2.21
1116,17.65,203.31,2.537699526625281e-05,2.39
1117,2.38,3.41,2.371140205879637e-05,0.3
1118,2.47,4.35,2.4593307483826632e-05,0.37
1119,4.4,7.96,2.570330823876707e-05,0.64
1120,2.86,5.38,2.581223449661232e-05,0.42
1121,1.86,3.17,2.608120237463775e-05,0.24
1122,2.37,3.97,2.643731025494525e-05,0.26
1123,1.88,3.66,2.685718791974388e-05,0.25
1124,2.77,3.8,2.6543449327510217e-05,0.24
1125,2.67,4.42,2.6309056566409107e-05,0.27
1126,1.6,4.15,2.6048981032464288e-05,0.26
1127,1.77,6.0,2.576514489261698e-05,0.36
1128,3.18,8.9,2.528061243981587e-05,0.51
1129,2.57,8.93,2.471300302674572e-05,0.51
1130,2.62,8.85,2.4069378507172405e-05,0.49
1131,3.03,11.04,2.326922502063945e-05,0.61
1132,1.98,7.81,2.283500006196859e-05,0.43
1133,4.11,13.8,2.199556136186924e-05,0.66
1134,3.46,14.52,2.126654007167952e-05,0.6
1135,3.85,17.16,2.1347095147708608e-05,0.6
1136,6.15,26.94,2.018786027492501e-05,0.9
1137,13.39,35.61,1.3293099552022545e-05,3.15
1138,15.14,33.28,1.3777742057705776e-05,2.89
1139,12.34,20.9,1.3502160345655304e-05,1.73
1140,13.19,28.14,1.3971440904114e-05,2.25
1141,14.03,39.27,1.3699361032960662e-05,3.22
1142,13.33,34.27,1.4142681268513651e-05,2.69
1143,12.56,32.08,1.3862444350949958e-05,2.49
1144,10.68,34.05,1.4258748760846834e-05,2.53
1145,10.18,31.06,1.397036420074216e-05,2.21
1146,12.94,37.13,1.434192718994709e-05,2.67
1147,5.6,15.37,1.4695302486828536e-05,1.04
1148,2.52,6.62,1.4404917212435577e-05,0.44
1149,3.89,7.25,1.4736556422897416e-05,0.5
1150,4.44,7.98,1.445025799731466e-05,0.55
1151,2.6,8.85,1.4763215735462071e-05,0.6
1152,2.5,9.44,1.44829304182091e-05,0.54
1153,2.36,8.94,1.4779789660854989e-05,0.48
1154,2.75,10.45,1.450619247039342e-05,0.5
1155,2.75,11.4,1.5064122950023936e-05,0.55
1156,2.75,11.89,1.5061091552610276e-05,0.53
1157,7.82,90.31,2.164050287436797e-05,1.79
1158,6.8,86.8,2.1621319129398507e-05,1.63
1159,7.51,96.22,2.299655307221173e-05,1.74
1160,7.36,97.02,2.3082575348578947e-05,1.73
1161,7.35,99.84,2.4375255779822164e-05,1.74
1162,6.28,101.9,2.446886465755824e-05,1.78
1163,5.7,102.41,2.466846876322684e-05,1.65
1164,6.61,112.58,2.487532877983894e-05,1.68
1165,7.02,118.81,2.6383170703071925e-05,1.69
1166,7.34,136.93,2.65625415039711e-05,1.88
1167,7.52,142.91,2.80566369978864e-05,1.82
1168,8.55,182.54,2.8196700180458883e-05,2.03
1169,8.17,188.33,2.9653272373394007e-05,1.8
1170,8.75,208.13,3.108515575690327e-05,1.89
1171,9.35,238.21,3.11316068375837e-05,2.18
1172,10.77,263.92,3.1139783781588264e-05,2.36
1173,10.0,286.02,3.2457082270589285e-05,2.53
1174,10.55,335.16,3.237105865500949e-05,2.79
1175,10.61,377.25,3.371985276563488e-05,2.95
1176,10.34,400.41,3.338572666704949e-05,2.93
1177,13.94,18.11,1.937503967128521e-05,0.86
1178,11.91,15.18,1.9723225954178163e-05,0.72
1179,7.36,10.26,2.0061472938563288e-05,0.49
1180,6.61,10.93,2.0487039977306664e-05,0.5
1181,7.95,12.89,2.0783376305911844e-05,0.59
1182,6.67,13.66,2.11849008367384e-05,0.59
1183,2.99,6.96,2.15868216087504e-05,0.29
1184,7.11,20.48,2.19988583750338e-05,0.81
1185,7.43,21.85,2.2305037888478542e-05,0.84
1186,6.77,22.07,2.2601821461360146e-05,0.8
1187,6.43,21.72,2.300774677052073e-05,0.83
1188,2.98,11.83,2.314831009105825e-05,0.42
1189,2.78,12.64,2.36694504116852e-05,0.46
1190,3.0,14.04,2.395407125214298e-05,0.49
1191,3.2,13.89,2.430794626763489e-05,0.48
1192,4.4,16.26,2.462903383267628e-05,0.56
1193,4.97,16.34,2.4832794148846204e-05,0.54
1194,5.38,16.8,2.5226424070299955e-05,0.56
1195,4.86,17.09,2.599964779659268e-05,0.56
1196,5.4,15.81,2.6089839227037467e-05,0.52
1197,13.68,78.33,2.3429898059501248e-05,3.02
1198,9.94,65.99,2.3747579470508647e-05,2.49
1199,9.47,69.1,2.420190845493672e-05,2.54
1200,9.88,73.81,2.462820877143128e-05,2.61
1201,9.6,73.7,2.51798187593633e-05,2.45
1202,12.37,93.73,2.558019425655128e-05,2.92
1203,13.42,112.75,2.6376051524121103e-05,3.27
1204,13.64,122.4,2.7141324076190488e-05,3.33
1205,12.57,126.67,2.84007671333816e-05,3.32
1206,13.99,145.77,3.025391845688165e-05,3.97
1207,13.97,139.65,3.2543058534323225e-05,3.7
1208,15.03,152.96,3.597933288177019e-05,3.89
1209,12.84,136.42,4.0257003603725e-05,3.38
1210,11.81,144.72,4.059909107749159e-05,3.49
1211,11.55,142.17,4.093708237924928e-05,3.19
1212,11.33,142.19,4.115850678309341e-05,2.95
1213,11.23,158.26,4.149210092723039e-05,3.07
1214,10.56,157.81,4.193061843458066e-05,2.84
1215,10.81,164.53,4.314760208307772e-05,2.83
1216,11.09,170.63,4.300265790742204e-05,2.85
1217,9.86,552.78,6.376001793558464e-05,4.67
1218,9.66,602.69,6.40675763867644e-05,4.57
1219,9.67,715.09,6.565951172462322e-05,4.93
1220,11.57,877.63,6.797472093453945e-05,5.68
1221,11.09,877.2,6.939612858953709e-05,5.41
1222,11.36,957.37,7.278060901859127e-05,5.61
1223,10.66,1004.12,7.355964686989767e-05,5.48
1224,9.79,930.37,7.663768453337915e-05,4.89
1225,9.85,994.36,7.69424142413922e-05,4.81
1226,9.71,1017.34,7.964291196070657e-05,4.92
1227,10.17,1078.3,8.116217834482997e-05,4.97
1228,10.1,1139.26,8.279820233675372e-05,4.96
1229,9.78,1116.72,8.455128522472316e-05,4.82
1230,9.57,1173.96,8.511520231964079e-05,4.8
1231,9.39,1206.59,8.730606158121964e-05,4.71
1232,9.22,1243.49,9.072960647498202e-05,4.65
1233,10.11,1319.86,9.02298217358476e-05,4.74
1234,9.93,1359.14,9.30884609391377e-05,4.62
1235,9.92,1449.02,9.49157153523378e-05,4.55
1236,9.44,1465.64,9.459810144569778e-05,4.32
1237,16.05,2149.3,7.472166180975865e-05,7.19
1238,14.92,2272.52,7.724393635099645e-05,7.07
1239,16.96,2532.71,8.332465368190814e-05,7.71
1240,16.55,2597.12,8.245609213094027e-05,7.91
1241,16.17,2696.24,8.504384860834246e-05,7.55
1242,16.11,2720.94,8.761967668339304e-05,7.25
1243,15.57,2805.33,9.018397530963164e-05,6.98
1244,15.3,2896.73,9.604843490731326e-05,6.85
1245,10.81,3062.87,9.527971166387946e-05,6.86
1246,13.35,3024.47,9.781736845194233e-05,7.16
1247,13.65,2639.14,0.0001003528535819,6.68
1248,12.96,2649.59,0.0001028747050389,6.56
1249,13.66,2704.82,0.0001053697039749,6.54
1250,14.23,2882.57,0.0001046685337841,6.56
1251,14.42,3035.53,0.0001008347224366,6.62
1252,14.97,3214.05,0.0001033203400178,6.52
1253,14.19,3563.99,0.0001057838897358,6.6
1254,15.31,3903.86,0.0001082277854739,6.81
1255,15.8,4373.99,0.000111320007916,6.96
1256,16.35,4671.95,0.0001130627161942,7.16
1257,3.29,17.79,1.948523739267776e-05,0.83
1258,3.18,18.07,2.0404671065444675e-05,0.8
1259,2.87,17.93,2.091446496190274e-05,0.77
1260,2.75,18.87,2.0724498895218025e-05,0.75
1261,2.81,19.52,1.999703999122007e-05,0.71
1262,3.03,22.91,2.116734219327961e-05,0.76
1263,2.95,24.36,2.2490477637760787e-05,0.75
1264,2.96,26.38,2.3368194253830686e-05,0.74
1265,2.97,29.65,2.435544578333805e-05,0.8
1266,3.19,35.53,2.3548320507123936e-05,0.89
1267,3.11,37.04,2.3109552351109765e-05,0.86
1268,3.38,42.12,2.404780740102728e-05,0.94
1269,3.44,45.3,2.540840524086003e-05,0.93
1270,3.24,43.75,2.803570546714376e-05,0.87
1271,3.25,44.83,2.9687516500254376e-05,0.86
1272,3.38,50.38,2.9919414529610368e-05,0.92
1273,3.39,54.92,3.052608818080636e-05,0.94
1274,3.4,59.81,3.156632159521939e-05,0.97
1275,3.13,58.82,3.397205815923996e-05,0.89
1276,3.39,69.18,3.454285639975032e-05,0.99
1277,3.59,28.36,1.856619652505152e-05,0.55
1278,3.96,41.63,1.8977894224288785e-05,0.77
1279,3.98,38.06,1.950289019106524e-05,0.67
1280,4.5,48.61,2.005203181728915e-05,0.82
1281,4.2,47.4,2.0658914690266188e-05,0.75
1282,4.2,49.8,2.1306643429770366e-05,0.73
1283,4.49,60.62,2.189627618364988e-05,0.83
1284,5.44,80.1,2.251868390329536e-05,1.02
1285,4.63,75.76,2.305564301767345e-05,0.9
1286,5.41,79.28,2.351090133362456e-05,0.92
1287,3.91,56.23,2.3949622801878185e-05,0.66
1288,3.96,63.83,2.4558956641715765e-05,0.7
1289,4.07,74.53,2.5058800354168675e-05,0.77
1290,4.28,82.24,2.5488916659792e-05,0.82
1291,5.33,102.01,2.5914960774761625e-05,0.99
1292,6.63,118.66,2.634116200331524e-05,1.16
1293,8.18,144.36,2.6995790670688537e-05,1.38
1294,8.15,147.61,2.750777754779584e-05,1.35
1295,8.39,162.6,2.837123317673753e-05,1.4
1296,8.68,175.33,2.871219068948104e-05,1.42
1297,10.95,188.23,1.706212326365576e-05,1.8
1298,11.87,210.6,1.803498407226144e-05,2.07
1299,9.57,212.75,1.899443706293587e-05,1.88
1300,10.21,251.65,1.999666044473025e-05,2.04
1301,10.16,246.04,2.095479274324189e-05,1.88
1302,9.01,272.99,2.195545734365916e-05,1.99
1303,9.61,324.38,2.2873727187761327e-05,2.21
1304,11.54,325.74,2.361887864798305e-05,2.02
1305,9.48,320.23,2.432510820341281e-05,1.96
1306,12.38,391.79,2.5247602899383115e-05,2.38
1307,12.52,376.63,2.635092495256573e-05,2.17
1308,12.04,394.93,2.7153254354123832e-05,2.19
1309,15.96,360.31,2.7831061828421897e-05,2.26
1310,16.05,349.14,2.904053382286732e-05,2.29
1311,22.6,518.73,3.018281184856462e-05,3.4
1312,22.6,531.55,3.155542893189444e-05,3.91
1313,23.24,607.78,3.229404946994282e-05,4.34
1314,23.24,631.8,3.2637583770196265e-05,4.35
1315,22.54,536.37,3.3150903485674844e-05,3.89
1316,21.4,429.78,3.325358699717494e-05,3.32
1317,1.34,81.28,1.7905480130183372e-05,1.36
1318,2.98,248.63,1.7890742888272074e-05,2.73
1319,3.2,193.89,1.771738153361041e-05,2.02
1320,3.2,171.89,1.7360994437761395e-05,1.61
1321,4.42,222.86,1.7636263590650177e-05,2.04
1322,4.16,282.55,1.792963334679355e-05,2.38
1323,4.96,354.02,1.8241134532236507e-05,2.92
1324,4.81,303.17,1.846883639994656e-05,2.39
1325,4.82,282.32,1.8684473584035987e-05,2.09
1326,2.35,152.99,1.892112697701684e-05,1.01
1327,2.38,178.09,1.9335511298718585e-05,1.15
1328,2.37,148.02,1.973258692802964e-05,1.04
1329,1.68,75.91,1.9904030749355835e-05,0.73
1330,1.68,67.79,2.0216504660374475e-05,0.72
1331,5.0,189.46,2.0545863893147696e-05,1.75
1332,6.19,215.82,2.2186079918230915e-05,2.04
1333,5.99,238.63,2.327163604355212e-05,2.21
1334,14.81,1391.88,5.991320173010489e-05,4.58
1335,15.43,1647.95,5.939008960156997e-05,5.02
1336,15.87,1871.83,5.924041080809514e-05,5.27
1337,16.72,2016.87,5.971760320026386e-05,5.52
1338,17.18,2227.69,5.964075732029189e-05,5.7
1339,18.07,2467.69,5.977350366797367e-05,6.03
1340,17.26,2624.19,6.0570560758074216e-05,5.85
1341,17.2,2929.22,6.0407458488537513e-05,6.18
1342,17.25,3220.02,6.0871601649155566e-05,7.23
1343,17.18,3376.27,6.222712858264505e-05,8.1
1344,12.29,3474.99,6.229832809025125e-05,8.0
1345,16.37,3452.57,6.572502192261318e-05,7.68
1346,17.98,3542.95,6.819103995147847e-05,7.64
1347,17.82,3491.29,7.014264291615839e-05,7.27
1348,17.86,3478.16,7.138770455422517e-05,6.77
1349,17.97,3656.24,7.378934878344666e-05,5.27
1350,19.11,3895.09,7.450823053452285e-05,5.4
1351,19.62,4074.37,7.603118036711286e-05,5.16
1352,19.85,4350.86,7.862542011717183e-05,5.09
1353,20.32,4482.19,7.944224129399894e-05,4.98
1354,9.43,1131.78,5.756741684206739e-05,4.28
1355,9.36,1199.16,5.7427669130884216e-05,4.52
1356,8.73,1229.09,5.840296159534284e-05,4.56
1357,9.27,1124.73,5.915046074974133e-05,4.42
1358,9.59,1164.75,5.923483104775536e-05,4.33
1359,9.6,1125.2,6.050795538724721e-05,4.27
1360,9.86,1168.2,6.087193070036506e-05,4.3
1361,9.91,1202.45,6.25173281724826e-05,4.17
1362,9.98,1219.55,6.228594478990726e-05,4.27
1363,10.1,1237.9,6.220881952405829e-05,4.33
1364,10.73,1318.14,6.295906233151142e-05,4.41
1365,10.77,1383.55,6.516748444945921e-05,4.38
1366,10.82,1466.57,6.626479200100964e-05,4.45
1367,10.9,1597.36,6.695175658832533e-05,4.49
1368,11.38,1616.32,6.763105914841118e-05,4.51
1369,11.69,1677.52,6.918584641573838e-05,4.5
1370,11.73,1809.09,6.909491379415333e-05,4.54
1371,11.77,1911.38,6.975513984434429e-05,4.66
1372,12.03,2078.91,7.232958261540093e-05,4.86
1373,12.1,2154.73,7.225652715304744e-05,4.83
1374,11.81,1489.11,8.80168776429724e-05,5.5
1375,12.2,1619.75,8.965830622236931e-05,5.77
1376,12.63,1696.71,9.222286443803698e-05,5.9
1377,12.51,1726.6,9.508704913362275e-05,5.9
1378,13.28,1844.52,9.4028884801417e-05,6.23
1379,13.68,1950.23,9.637891704922378e-05,6.46
1380,13.72,2128.9,9.91347138860133e-05,6.56
1381,13.48,2157.75,0.0001026385486238,6.3
1382,13.86,2361.42,0.0001060386374707,6.63
1383,13.71,2431.2,0.0001091106048429,7.01
1384,14.01,2464.82,0.0001108167046272,6.99
1385,13.74,2473.6,0.0001139030487404,6.76
1386,13.17,2437.65,0.0001168275100334,6.66
1387,13.05,2436.45,0.0001175135033994,6.65
1388,13.15,2421.2,0.0001193415317609,6.69
1389,13.1,2430.05,0.0001243227723105,6.59
1390,13.23,2590.33,0.0001236301262717,6.49
1391,13.12,2666.77,0.0001242399956226,6.4
1392,13.24,2846.73,0.00012720115614,6.41
1393,13.18,2955.3,0.0001289167527608,6.41
1394,11.84,202.58,4.205484563577751e-05,3.19
1395,8.2,156.83,4.317341244924284e-05,2.4
1396,8.67,185.66,4.202651873332072e-05,2.76
1397,6.14,144.42,4.164884814904338e-05,2.05
1398,7.65,180.56,4.128269764736541e-05,2.47
1399,7.43,168.71,4.05625699567296e-05,2.23
1400,6.26,159.35,4.058538621705789e-05,2.0
1401,8.23,219.94,4.456870967475265e-05,2.66
1402,8.36,245.15,4.849639771610494e-05,2.95
1403,7.45,234.84,5.024898015802242e-05,2.95
1404,9.03,240.66,4.530716148174789e-05,3.05
1405,9.53,252.68,4.741352261555303e-05,3.1
1406,9.16,227.81,4.3610884307592414e-05,2.78
1407,10.77,250.94,4.364690137931082e-05,2.97
1408,11.25,261.58,4.675688128188939e-05,3.06
1409,12.82,312.9,4.745424901956132e-05,3.56
1410,12.68,333.34,4.746931327726792e-05,3.63
1411,13.95,390.27,4.748272982895183e-05,4.07
1412,13.04,388.33,4.848588609294376e-05,3.89
1413,13.32,390.1,4.91602180998025e-05,3.98
1414,15.31,1535.39,6.03112825734564e-05,5.66
1415,16.08,1629.66,6.300124460500705e-05,5.86
1416,16.12,1693.5,6.637284031539394e-05,5.94
1417,16.4,1755.69,7.053580114087837e-05,5.99
1418,17.22,1858.97,7.466301092006444e-05,6.05
1419,17.78,1991.06,7.996688886912271e-05,6.22
1420,17.9,2066.02,8.359197233963008e-05,6.17
1421,18.27,2203.38,8.755739595476691e-05,6.32
1422,18.13,2307.5,9.16441621596614e-05,6.57
1423,18.08,2435.04,9.496940306342728e-05,7.28
1424,18.94,2615.04,0.0001002358191084,7.43
1425,21.73,3164.07,0.0001061194664664,8.78
1426,22.26,3347.46,0.0001102316932008,8.96
1427,22.27,3519.94,0.0001138204349204,8.99
1428,22.62,3545.02,0.0001167238715391,9.03
1429,23.21,3672.33,0.0001193274586246,9.04
1430,23.21,3616.89,0.0001228866417847,8.96
1431,24.32,3703.78,0.0001255660277387,8.97
1432,24.34,3796.29,0.000128950727315,9.0
1433,24.21,3846.54,0.0001330917478412,9.01
1434,12.69,257.35,1.30130002005282e-05,4.2
1435,13.61,282.82,1.3351831182784483e-05,4.37
1436,13.38,302.66,1.346374122689362e-05,4.44
1437,11.37,291.53,1.3163733913069492e-05,4.12
1438,9.4,264.37,1.3454848162038492e-05,3.44
1439,11.79,368.59,1.4488874450852592e-05,4.44
1440,11.36,356.09,1.4419957220793578e-05,4.01
1441,12.52,431.68,1.3339574030717373e-05,4.56
1442,15.13,491.36,1.3534171745378205e-05,5.14
1443,17.92,595.75,1.419619621695297e-05,6.19
1444,17.02,515.61,1.529556732898034e-05,5.45
1445,15.42,516.73,1.6286967767629837e-05,5.5
1446,13.67,462.72,1.720724295874241e-05,5.04
1447,13.13,411.19,1.789548757567207e-05,4.41
1448,13.06,426.73,1.9148105386882872e-05,4.65
1449,12.22,378.08,2.053363598302291e-05,3.99
1450,12.22,328.02,2.2094990665237166e-05,3.47
1451,12.4,357.72,2.341203849927961e-05,3.58
1452,12.41,386.55,2.573870071038814e-05,3.77
1453,12.8,408.1,2.687620400494634e-05,3.88
1454,9.25,163.49,2.836698411977981e-05,2.12
1455,8.41,176.06,2.872223117850301e-05,1.97
1456,9.42,192.28,2.948968977795593e-05,1.93
1457,9.56,224.04,3.066266746570094e-05,2.04
1458,10.91,283.87,3.095952189491788e-05,2.32
1459,11.51,347.04,3.169451204251903e-05,2.53
1460,11.69,358.18,3.248643230868424e-05,2.31
1461,7.56,307.13,3.3232425028985724e-05,1.79
1462,8.37,405.02,3.345417276839946e-05,2.27
1463,11.32,478.59,3.320824892903397e-05,2.66
1464,8.21,356.03,3.3889741627887594e-05,1.84
1465,8.68,384.39,3.4673037875901964e-05,1.84
1466,9.45,457.15,3.538406838028285e-05,2.07
1467,9.32,452.85,3.60265967619137e-05,1.85
1468,10.03,527.06,3.638122982596735e-05,2.13
1469,8.39,445.14,3.734071952592487e-05,1.92
1470,9.48,484.96,3.89426085077236e-05,2.04
1471,7.86,469.47,4.111722893803628e-05,1.89
1472,9.1,447.52,4.041667326805664e-05,1.71
1473,8.25,458.82,3.915854677295526e-05,1.67
1474,7.11,20.83,9.704011318079194e-06,1.33
1475,7.11,22.82,9.833533239410891e-06,1.4
1476,7.11,24.41,1.0088667628659294e-05,1.5
1477,7.05,24.78,1.0317394953428242e-05,1.49
1478,7.02,24.66,1.037300750596667e-05,1.42
1479,6.91,27.4,1.0440809857304771e-05,1.48
1480,6.82,29.41,1.0463664813790271e-05,1.46
1481,7.04,33.5,1.0505528153265016e-05,1.56
1482,7.18,35.04,1.0508342222612458e-05,1.64
1483,7.26,36.41,1.0526925508150812e-05,1.68
1484,7.32,40.96,1.0601536571530648e-05,1.77
1485,7.61,43.73,1.075255896598434e-05,1.79
1486,7.53,46.03,1.088034549281688e-05,1.82
1487,7.32,51.45,1.0990594049783213e-05,1.86
1488,7.52,61.7,1.110862870288364e-05,2.04
1489,7.75,70.86,1.1300960472767734e-05,2.11
1490,7.96,80.01,1.1519368353922869e-05,2.2
1491,6.82,71.95,1.1802819823864963e-05,1.78
1492,7.25,79.93,1.2432863586704731e-05,1.86
1493,8.31,95.46,1.263671562929338e-05,2.11
1494,4.37,898.07,1.2675819960765804e-05,1.6
1495,5.86,1406.58,1.183587196348239e-05,2.52
1496,5.73,1382.62,1.2960176258397114e-05,2.4
1497,5.73,1444.85,1.2617895540648783e-05,2.12
1498,5.26,1360.8,1.31981058442578e-05,1.8
1499,5.46,1284.08,1.3737134176793371e-05,1.53
1500,4.37,1235.73,1.4243292703981216e-05,1.39
1501,4.9,1346.95,1.473189218948749e-05,1.47
1502,3.72,1353.71,1.6439310995597553e-05,1.5
1503,5.23,1753.65,1.6070685302233344e-05,2.21
1504,5.04,1668.34,1.533517984627072e-05,2.26
1505,5.05,1540.33,1.541052878147408e-05,1.97
1506,5.02,1609.99,1.5871132450646446e-05,1.95
1507,5.48,1630.67,1.6324616482816857e-05,2.09
1508,5.57,1728.66,1.640712419208586e-05,2.47
1509,6.57,1689.33,1.6496123052471298e-05,3.58
1510,7.51,1803.64,1.765053078676182e-05,4.04
1511,7.76,2028.29,1.8432077100335182e-05,3.99
1512,9.11,2325.69,1.912762717959312e-05,4.5
1513,8.93,2488.13,1.962179331688485e-05,4.78
1514,7.06,39.6,2.597373684151939e-05,2.13
1515,7.13,39.66,2.672744473998787e-05,2.0
1516,7.56,44.38,2.641574265339884e-05,2.22
1517,8.07,49.19,2.6498510704003663e-05,2.27
1518,8.21,55.46,2.597694467442131e-05,2.34
1519,13.07,92.13,2.603822061018433e-05,3.8
1520,14.46,107.46,2.6084131296776422e-05,4.21
1521,10.43,86.72,2.573735146378348e-05,3.09
1522,10.39,88.75,2.538796449941188e-05,2.9
1523,10.7,108.93,2.3933368030580216e-05,3.48
1524,9.2,105.88,2.287321738669497e-05,3.42
1525,9.88,121.7,2.1655701901567496e-05,3.69
1526,10.4,152.33,2.064285011067744e-05,4.22
1527,10.35,159.24,1.9828625020524368e-05,3.95
1528,7.14,117.53,1.972143727090978e-05,2.75
1529,7.12,114.25,2.012415419363698e-05,2.71
1530,6.42,117.0,1.9348580014384668e-05,2.5
1531,6.34,118.64,1.9089449705471185e-05,2.35
1532,7.33,127.88,1.8924885483872296e-05,2.42
1533,7.09,133.88,1.844078215855929e-05,2.31
1534,6.2,23.41,1.72304992435255e-05,1.23
1535,7.06,27.51,1.7277382742040675e-05,1.33
1536,6.13,23.42,1.7210386396480333e-05,1.02
1537,6.83,26.77,1.7332855559654914e-05,1.1
1538,5.85,21.03,1.722924802337887e-05,0.79
1539,5.91,25.96,1.7305315627539578e-05,0.91
1540,4.36,20.56,1.7367000810010406e-05,0.64
1541,3.78,19.73,1.739731524631119e-05,0.57
1542,3.2,18.61,1.741201197751149e-05,0.51
1543,5.7,44.75,1.7420864921969708e-05,1.15
1544,2.69,24.3,1.7587492277991672e-05,0.6
1545,1.82,15.6,1.7600167726510683e-05,0.37
1546,1.77,21.14,1.776423849264515e-05,0.44
1547,2.94,37.7,1.7923379345635343e-05,0.71
1548,2.74,40.16,1.822538004694211e-05,0.68
1549,3.35,53.29,1.866442577808953e-05,0.86
1550,3.63,52.35,1.8948371102565824e-05,0.76
1551,4.12,64.49,1.936378461522056e-05,0.89
1552,4.16,67.61,2.0205688294143185e-05,0.87
1553,4.71,78.44,2.056889476381324e-05,0.96
1554,7.43,220.48,6.396827173721833e-05,2.76
1555,8.11,252.67,6.784743825035026e-05,2.82
1556,8.16,286.7,6.879739168149798e-05,2.86
1557,8.08,300.19,7.146107330227216e-05,2.74
1558,9.94,424.93,7.241016586697515e-05,3.49
1559,9.34,449.81,7.55380338366728e-05,3.26
1560,9.62,553.58,8.044893141398888e-05,3.52
1561,9.71,608.82,8.142277448104044e-05,3.36
1562,8.8,655.09,8.060841988346961e-05,3.38
1563,8.07,613.57,8.021499410935141e-05,3.65
1564,8.01,643.26,8.07044643094651e-05,3.68
1565,8.6,694.58,8.118988999903843e-05,3.52
1566,8.42,691.59,8.21325253926391e-05,3.25
1567,8.43,730.81,8.492303906964745e-05,3.22
1568,8.38,773.45,8.405825883939561e-05,3.26
1569,8.58,824.72,8.505148170835429e-05,3.32
1570,9.17,910.87,8.513632102567748e-05,3.43
1571,8.81,973.87,8.712438206443342e-05,3.41
1572,9.39,1134.42,8.853720988169451e-05,3.7
1573,10.37,1270.77,9.07683348453427e-05,3.98
1574,7.54,285.04,2.848480612528831e-05,3.23
1575,8.87,310.64,2.93646486336262e-05,3.45
1576,8.29,275.08,3.0765516444820354e-05,3.05
1577,8.07,262.09,3.2161996865761534e-05,2.94
1578,8.92,287.09,3.381087538421156e-05,2.97
1579,9.23,288.66,3.5453813956882e-05,2.9
1580,9.83,365.17,3.791125598173404e-05,3.55
1581,9.98,404.8,3.978889807598858e-05,3.51
1582,8.96,394.24,4.061392403809388e-05,3.08
1583,8.34,377.29,4.220217280204132e-05,2.68
1584,10.29,448.62,4.387616062747273e-05,3.0
1585,12.4,524.39,4.585936958814183e-05,3.57
1586,10.08,451.34,4.758121957187047e-05,3.05
1587,10.78,466.7,4.9133709766934366e-05,3.12
1588,12.39,536.36,5.0279255335221226e-05,3.57
1589,12.46,500.31,5.106915196782451e-05,3.32
1590,12.98,567.82,5.1802735184417735e-05,3.67
1591,11.86,578.5,5.227105813567991e-05,3.62
1592,13.43,692.59,5.3225780658706034e-05,4.34
1593,13.43,631.27,5.347029299354618e-05,4.24
1594,7.69,37.98,1.5654972749910766e-05,3.17
1595,9.03,49.72,1.6126145996762285e-05,3.98
1596,7.87,44.19,1.661788624641417e-05,3.55
1597,8.05,47.21,1.765000558051647e-05,3.56
1598,8.23,47.06,1.818280997145299e-05,3.46
1599,5.85,38.41,1.820909872244964e-05,2.63
1600,7.29,53.66,1.8236784323451776e-05,3.45
1601,9.83,91.92,1.8259056361533488e-05,4.64
1602,8.3,91.52,1.8794352714661528e-05,4.37
1603,7.53,104.84,1.878783007868969e-05,4.87
1604,8.64,104.62,1.8754376021071583e-05,4.72
1605,8.96,125.66,1.8702406272371456e-05,5.37
1606,8.35,114.79,1.8648086266047066e-05,4.82
1607,7.86,123.24,1.910978364109554e-05,4.62
1608,9.85,143.04,1.905244468611869e-05,4.93
1609,10.29,165.17,1.89967556621884e-05,5.31
1610,9.44,152.31,1.894453347806274e-05,5.08
1611,10.75,147.92,1.889642816650511e-05,5.56
1612,9.36,135.53,1.889642816650511e-05,5.14
1613,8.76,136.54,1.8817517379503043e-05,4.91
1614,4.96,7.39,2.076389604516993e-05,0.75
1615,6.38,8.02,2.0150802636322045e-05,0.79
1616,3.69,5.16,2.07044075324814e-05,0.49
