,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",Out-of-pocket expenditure (OOP) per capita in US$,"Nursing and midwifery personnel (per 10,000)",per_capita-Alzheimer's Disease and Other Dementias
403,1.2,20.51725,47.7,166.91,66.32766666666667,0.0001658858544877
404,1.2,20.51725,48.7,199.45,66.32766666666667,0.0001720670638588
405,1.2,20.51725,49.7,218.5,66.32766666666667,0.0001779593497472
406,1.2,20.51725,50.8,225.27,66.32766666666667,0.0001839747177487
407,1.2,20.51725,51.8,263.5,66.32766666666667,0.000190121169949
408,1.2,18.491,52.9,302.25,66.32766666666667,0.0001955564263119
409,1.2,20.51725,53.9,284.06,66.32766666666667,0.0002000467671843
410,1.2,18.82,55.0,276.46,75.635,0.0002049964982489
411,1.2,20.51725,56.1,286.61,87.88,0.0002101496535023
412,1.2,20.51725,57.2,194.02,91.081,0.0002164768168248
413,1.2,20.51725,58.2,195.03,93.51,0.000225294338724
414,1.2,21.652,59.3,230.09,97.37,0.0002336130299202
415,1.2,20.51725,60.3,215.03,101.19,0.0002429494244828
416,1.2,23.106,61.4,212.32,74.008,0.0002474426305117
417,1.2,10.084,39.6,80.51,38.896,3.074113809841468e-05
418,1.2,13.532866666666669,40.6,78.12,61.30017647058824,3.306739134355817e-05
419,1.2,11.534,41.7,77.66,61.13,3.235398792313869e-05
420,1.2,13.532866666666669,42.8,91.27,61.30017647058824,3.455624028105742e-05
421,1.2,12.883,43.9,104.72,53.561,3.3869124059779e-05
422,1.2,10.682,45.0,105.54,54.944,3.60001107695716e-05
423,1.2,10.775,46.0,96.16,53.2,3.534347056568584e-05
424,1.2,10.48,47.2,89.84,51.067,3.737549288931248e-05
425,1.2,14.866,48.3,79.72,51.16,3.670966067162946e-05
426,1.2,11.592,49.3,70.42,51.211,3.864087173806641e-05
427,1.2,14.488,50.4,66.38,74.807,4.050356051611662e-05
428,1.2,15.443,51.5,74.31,79.705,3.981188882530046e-05
429,1.2,14.937,52.5,78.22,83.033,4.1586551398531263e-05
430,1.2,16.222,53.6,79.9,75.321,4.329868636596531e-05
431,1.2,15.105,54.6,58.59,62.958,4.495179511444963e-05
432,1.2,17.812,55.6,37.0,66.426,4.422245290308766e-05
433,1.3,13.532866666666669,56.6,34.46,64.721,4.580642206037287e-05
434,1.3,16.09,57.6,35.1,60.989,4.734069293248541e-05
435,1.3,13.532866666666669,58.5,37.08,58.974,4.9595011643556144e-05
436,1.2157894736842103,13.532866666666669,59.5,38.15,61.30017647058824,5.245523273731075e-05
437,1.4,34.416,45.1,38.15,44.524,0.0002529898656966
438,1.4,34.279,45.9,52.37,41.972,0.0002615522349793
439,1.4,35.199,46.6,58.95,40.605,0.0002688663589321
440,1.4,36.042,47.3,74.5,42.42,0.0002760793152811
441,1.4,35.387,48.1,91.39,42.851,0.0002857153118267
442,1.4,36.651,48.8,104.06,45.128,0.0002983752841645
443,1.4,36.805,49.5,125.43,45.902,0.0003133222763337
444,1.4,36.8,50.2,153.86,47.046,0.0003259656270816
445,1.4,36.488,50.9,194.19,47.381,0.0003378920301404
446,1.4,37.401,51.7,203.78,47.167,0.0003507438976877
447,1.4,37.661,52.6,209.13,47.182,0.0003653767738154
448,1.4,38.467,53.4,247.16,47.27,0.0003803409676421
449,1.4,38.995,54.2,266.74,48.2,0.0003944338786874
450,1.4,39.63,55.1,229.18,49.013,0.0004074972621053
451,1.4,39.75,55.9,243.56,48.554,0.0004225444047091
452,1.4,40.332,56.8,221.65,48.156,0.0004343879120459
453,1.4,37.43376470588235,57.6,243.24,43.314,0.0004455967361287
454,1.4,37.43376470588235,58.4,270.8,43.585,0.000456456346121
455,1.4,42.071,59.1,279.53,47.853,0.0004631231866193
456,1.4,37.43376470588235,59.9,271.99,45.69068421052632,0.0004745239036514
457,1.0,0.5790769230769232,13.4,3.18,5.812583333333333,6.47235226855947e-05
458,1.0,0.5790769230769232,13.6,3.3,5.812583333333333,6.221259897326786e-05
459,1.0,0.5790769230769232,13.9,3.35,5.812583333333333,6.078685846920256e-05
460,1.0,0.5790769230769232,14.2,3.93,5.812583333333333,5.962315411230614e-05
461,1.0,0.543,14.5,5.37,5.032,5.950396691876217e-05
462,1.0,0.5790769230769232,14.8,5.56,5.812583333333333,5.9192084860304525e-05
463,1.0,0.5790769230769232,15.2,6.59,5.812583333333333,5.9051018755565664e-05
464,1.0,0.5790769230769232,15.6,7.67,5.812583333333333,5.764615022384007e-05
465,1.0,0.322,16.1,9.26,3.705,5.764921565949229e-05
466,1.0,0.446,16.7,9.97,4.045,5.690250213511398e-05
467,1.0,0.457,17.3,10.24,5.54,5.7198055069105285e-05
468,1.0,0.386,17.9,11.48,4.564,5.6472706400727576e-05
469,1.0,0.475,18.7,11.3,6.312,5.6786883514993474e-05
470,1.0,0.47,19.5,14.69,4.561,5.73178180381026e-05
471,1.0,0.487,20.3,13.51,4.607,5.673797791945211e-05
472,1.0,0.657,21.2,12.08,6.698,5.762825350050704e-05
473,1.0,0.645,22.2,12.86,6.586,5.627152847206093e-05
474,1.0,0.847,23.2,14.1,8.829,5.7142834407923645e-05
475,1.0,0.853,24.2,14.43,5.812583333333333,5.967920042602992e-05
476,1.0,0.94,25.3,14.69,9.272,5.8340979359945565e-05
477,1.1,0.5967777777777777,17.9,3.52,7.163111111111111,4.03066234775089e-05
478,1.1,0.5967777777777777,18.4,3.47,7.163111111111111,3.947169829537637e-05
479,1.1,0.5967777777777777,18.9,3.28,7.163111111111111,3.924909078657786e-05
480,1.1,0.5967777777777777,19.3,3.01,7.163111111111111,3.892674978719381e-05
481,1.1,0.28,19.8,3.51,7.163111111111111,3.8555867706801335e-05
482,1.1,0.5967777777777777,20.2,4.49,7.163111111111111,3.834873531261815e-05
483,1.0,0.5967777777777777,20.7,5.79,7.163111111111111,3.7804900956475806e-05
484,1.0,0.5967777777777777,21.2,6.52,7.163111111111111,3.723128575683575e-05
485,1.0,0.5967777777777777,21.7,6.59,7.163111111111111,3.676424729470943e-05
486,1.0,0.5967777777777777,22.2,6.92,7.163111111111111,3.6377667476577937e-05
487,1.0,0.482,22.8,7.45,6.885,3.6499617717198326e-05
488,1.0,0.399,23.3,6.4,6.667,3.631490800386445e-05
489,1.0,0.539,23.9,4.88,7.032,3.627835596341816e-05
490,1.0,0.581,24.5,4.63,6.926,3.618556065714815e-05
491,1.0,0.619,25.2,6.14,6.951,3.598452273611703e-05
492,1.0,0.5,25.9,6.0,6.66,3.620106225494084e-05
493,1.0,0.5967777777777777,26.5,5.65,7.163111111111111,3.621202138521041e-05
494,1.0,1.001,27.2,5.98,8.526,3.636222831639792e-05
495,1.0,0.97,27.9,5.35,8.193,3.7745131854158016e-05
496,1.0315789473684212,0.5967777777777777,28.7,5.08,6.628,3.672677769296797e-05
497,1.1,1.684,24.2,13.55,9.152,5.6431983024741336e-05
498,1.1,2.092714285714286,24.7,14.05,8.367153846153846,5.837500261172314e-05
499,1.1,2.092714285714286,25.3,14.89,8.367153846153846,6.072649947317994e-05
500,1.1,2.092714285714286,25.9,15.54,8.367153846153846,6.330923893084782e-05
501,1.1,2.092714285714286,26.6,16.32,8.367153846153846,6.613305100292259e-05
502,1.1,2.092714285714286,27.3,19.8,8.367153846153846,6.911126002912299e-05
503,1.1,2.092714285714286,28.1,17.29,8.367153846153846,7.208095647058448e-05
504,1.1,2.092714285714286,29.0,15.07,8.367153846153846,7.508003860134489e-05
505,1.1,2.444,30.0,25.14,8.453,7.802529094155031e-05
506,1.1,2.378,30.9,28.27,8.544,8.073922497383191e-05
507,1.1,2.302,31.7,28.18,8.56,8.364651770344991e-05
508,1.1,2.263,32.3,39.55,8.733,8.658852568036781e-05
509,1.1,1.651,32.8,41.75,9.23,8.928174342165761e-05
510,1.1,2.092714285714286,33.3,44.08,9.457,9.200594599112862e-05
511,1.1,1.927,33.7,42.96,9.622,9.45121375320442e-05
512,1.1,2.092714285714286,34.3,41.3,5.889,9.714327474435276e-05
513,1.1,2.092714285714286,35.0,45.47,7.195,9.970406504941368e-05
514,1.1,2.092714285714286,35.7,46.17,7.007,0.0001021322120306
515,1.1,2.092714285714286,36.4,56.64,6.855,0.000106452003476
516,1.1,2.092714285714286,37.2,72.96,10.076,0.0001074839698203
517,1.1,0.9715714285714286,16.1,21.71,6.453857142857143,4.627506576925193e-05
518,1.1,0.9715714285714286,16.4,19.58,6.453857142857143,4.5776191350846494e-05
519,1.1,0.9715714285714286,16.7,21.45,6.453857142857143,4.622715864210207e-05
520,1.1,0.9715714285714286,17.0,26.53,6.453857142857143,4.621260417849273e-05
521,1.1,1.81,17.3,30.05,15.089,4.676179046095035e-05
522,1.1,0.592,17.7,30.86,3.781,4.750465024179867e-05
523,1.1,0.9715714285714286,18.1,31.88,6.453857142857143,4.876016657967989e-05
524,1.1,0.704,18.5,35.53,4.392,4.83932178178734e-05
525,1.1,0.9715714285714286,18.9,39.1,6.453857142857143,4.970843135135674e-05
526,1.1,0.68,19.4,37.92,3.853,5.0796374865593536e-05
527,1.1,0.842,20.0,36.78,5.267,5.208833269030589e-05
528,1.1,0.881,20.6,39.32,9.164,5.337042341009408e-05
529,1.1,0.9715714285714286,21.2,36.88,6.453857142857143,5.429739812630757e-05
530,1.1,0.9715714285714286,21.9,38.68,6.453857142857143,5.610918565278877e-05
531,1.1,0.9715714285714286,22.6,39.19,6.453857142857143,5.737150380774146e-05
532,1.1,0.9715714285714286,23.3,34.76,6.453857142857143,5.924076437886035e-05
533,1.1,0.9715714285714286,24.1,35.53,6.453857142857143,6.007665230513656e-05
534,1.1,0.9715714285714286,25.0,37.73,6.453857142857143,6.115161586957777e-05
535,1.1,1.292,25.8,39.95,3.631,6.44814315975754e-05
536,1.1,0.9715714285714286,26.7,39.16,6.453857142857143,6.527318889670528e-05
537,1.3,24.338,67.2,333.41,100.394,0.0002761132311839
538,1.3,24.338,68.7,328.7,100.394,0.0002848607324866
539,1.3,24.338,70.1,343.51,100.394,0.0002937331677842
540,1.3,24.338,71.4,390.88,100.394,0.0003007277548951
541,1.3,24.338,72.7,447.18,100.394,0.0003078597371992
542,1.3,24.338,73.9,506.62,100.394,0.0003167072279586
543,1.4,24.338,75.0,601.23,100.394,0.0003255995404309
544,1.4,24.338,76.1,657.02,100.394,0.0003339510978274
545,1.4,24.338,77.0,692.95,100.394,0.0003423389657978
546,1.4,24.338,77.9,662.47,100.394,0.0003496559044277
547,1.4,24.338,78.7,784.64,100.394,0.0003601923047757
548,1.4,24.338,79.3,813.58,100.394,0.0003690797232184
549,1.4,24.338,79.9,818.0,100.394,0.0003792410537536
550,1.4,24.338,80.4,789.1,94.788,0.0003888543613421
551,1.4,24.338,80.8,757.46,97.475,0.0003993415787183
552,1.4,24.338,81.2,677.53,98.188,0.0004103153074561
553,1.4,24.338,81.5,716.19,99.194,0.000428075703285
554,1.4,24.338,81.7,743.4,99.491,0.0004465007545542
555,1.4,24.251,81.9,752.26,99.874,0.0004652242553267
556,1.368421052631579,24.425,82.1,752.95,113.748,0.000471879083835
557,1.1,6.488875,20.7,15.92,10.6862,0.0001627407400518
558,1.1,6.488875,21.0,15.67,10.6862,0.0001619326086659
559,1.1,6.488875,21.5,17.14,10.6862,0.0001611805580429
560,1.1,6.488875,21.9,21.53,10.6862,0.0001605012917056
561,1.1,6.488875,22.4,23.38,10.6862,0.0001598980109983
562,1.1,6.488875,23.0,24.76,10.6862,0.0001593720316959
563,1.1,6.488875,23.4,28.16,10.6862,0.0001588931004852
564,1.1,6.488875,23.9,30.57,10.6862,0.0001584381700185
565,1.1,6.488875,24.4,32.58,10.6862,0.0001600424618987
566,1.1,5.157,25.1,32.81,10.191,0.0001596226520505
567,1.1,5.928,25.9,42.45,11.023,0.0001612081964538
568,1.1,5.853,26.8,41.7,10.884,0.0001646967641929
569,1.1,5.146,27.8,43.48,10.907,0.0001661675274271
570,1.1,6.019,28.8,46.39,7.876,0.0001675937677715
571,1.1,6.488875,29.9,49.13,9.184,0.0001708338362409
572,1.1,7.814,31.1,40.7,9.491,0.0001721633793839
573,1.1,7.682,32.3,43.54,11.523,0.000175269951864
574,1.1,6.488875,33.6,47.6,12.8,0.0001765023649534
575,1.1,8.312,34.9,51.81,12.983,0.0001782852171246
576,1.1,6.488875,36.3,44.37,10.6862,0.0001719230548816
577,1.1,0.281,16.3,5.77,1.246,5.95517253318309e-05
578,1.1,0.4212727272727273,16.6,6.88,2.322909090909091,5.831717894497989e-05
579,1.1,0.4212727272727273,17.0,11.79,2.322909090909091,5.737185007502792e-05
580,1.1,0.4212727272727273,17.4,8.65,2.322909090909091,5.591293589793431e-05
581,1.1,0.354,17.8,14.43,2.567,5.451954377254359e-05
582,1.1,0.4212727272727273,18.3,17.99,2.322909090909091,5.350689281537527e-05
583,1.1,0.352,18.7,22.07,1.808,5.316637915712116e-05
584,1.1,0.4212727272727273,19.3,22.64,2.322909090909091,5.260143960024525e-05
585,1.1,0.4212727272727273,19.9,26.06,2.322909090909091,5.261420917926086e-05
586,1.1,0.4212727272727273,20.5,23.29,2.322909090909091,5.256937414756291e-05
587,1.1,0.4212727272727273,21.3,24.55,2.322909090909091,5.254440096727223e-05
588,1.1,0.4212727272727273,22.1,23.43,2.322909090909091,5.270033446587932e-05
589,1.1,0.413,22.9,22.23,2.782,5.29353711051958e-05
590,1.1,0.433,23.8,23.44,3.069,5.3156077320919406e-05
591,1.1,0.445,24.8,24.4,2.639,5.380250991337533e-05
592,1.1,0.493,25.8,19.91,2.525,5.399152092394967e-05
593,1.1,0.371,26.8,20.05,2.133,5.4334702781582426e-05
594,1.1,0.434,27.9,18.12,2.322,5.490235372104222e-05
595,1.0,0.519,29.0,18.52,3.101,5.672415128041315e-05
596,1.0947368421052632,0.539,30.1,17.08,1.36,5.707059129283168e-05
597,1.2,15.976166666666668,49.4,152.83,68.6678,0.0001437739005964
598,1.2,15.976166666666668,50.3,139.41,68.6678,0.0001485792322888
599,1.2,8.921,51.2,137.25,68.6678,0.000153509356105
600,1.2,9.466,52.1,149.67,68.6678,0.000159521099792
601,1.2,9.842,53.0,178.89,68.6678,0.0001650707824651
602,1.2,9.804,53.9,212.63,68.6678,0.0001689273358002
603,1.2,10.404,54.8,232.76,68.6678,0.0001731799006057
604,1.2,10.365,55.6,254.15,68.6678,0.0001783627684036
605,1.2,10.389,56.5,271.26,68.6678,0.0001828718760983
606,1.2,10.294,57.3,254.57,68.6678,0.0001904021074459
607,1.2,14.333,58.2,299.09,12.67,0.0001978922032084
608,1.2,15.854,59.0,341.96,15.375,0.0002038633979048
609,1.2,17.471,59.8,360.07,18.485,0.0002105263899674
610,1.2,18.806,60.5,396.75,21.661,0.0002175766516427
611,1.2,20.278,61.3,392.52,93.647,0.0002246021547935
612,1.2,21.47,62.1,388.93,108.364,0.0002329265044321
613,1.2,22.937,62.7,407.15,112.028,0.0002405314852013
614,1.2,24.411,63.4,453.01,123.313,0.0002496442696325
615,1.2,25.912,64.0,483.78,133.248,0.0002604959109659
616,1.2,26.614,64.6,451.26,47.887,0.000267786240581
617,1.3,12.356,29.6,25.32,9.763,0.0001063896881617
618,1.3,12.535,30.4,28.03,9.852,0.0001111852416005
619,1.3,11.134,31.3,30.89,9.483,0.0001163710165271
620,1.3,11.6,32.2,33.79,9.573,0.0001215694086481
621,1.3,11.895,33.3,37.18,9.836,0.0001269393992257
622,1.3,12.127,34.4,41.46,10.086,0.0001317395294725
623,1.3,12.47,35.6,45.48,10.599,0.0001368666842467
624,1.3,12.676,36.8,49.79,11.518,0.0001429576921777
625,1.3,13.166,38.0,62.47,12.33,0.0001498634394653
626,1.3,13.922,39.2,70.67,13.552,0.0001572531946773
627,1.3,14.334,40.5,76.09,14.881,0.0001642201456562
628,1.3,14.596,41.7,95.18,16.213,0.0001689601008665
629,1.3,15.367,42.8,110.51,17.938,0.0001732050944619
630,1.3,16.332,43.8,124.42,19.886,0.0001772692046835
631,1.3,16.877,44.7,131.38,21.349,0.0001837112707466
632,1.3,17.732,45.6,136.88,22.914,0.0001903889869027
633,1.3,18.647,46.5,141.96,24.665,0.0002015232079452
634,1.3,19.798,47.3,157.63,26.621,0.0002127866136464
635,1.3,20.969,48.0,179.13,28.549,0.0002235621600626
636,1.3,22.266,48.8,188.53,30.829,0.0002322483218537
637,1.0,12.467,38.7,18.19,4.968,0.0001222297083778
638,1.0,12.721,39.3,18.3,5.301,0.0001287378491413
639,1.0,13.031,40.1,14.99,5.599,0.0001362142214078
640,1.0,13.338,41.0,11.01,5.87,0.0001418799467155
641,1.0,13.731,41.9,21.68,6.219,0.0001476217575263
642,1.0,14.146,42.9,33.99,6.604,0.0001532258562136
643,1.0,14.521,44.0,42.51,6.976,0.000160371027636
644,1.0,14.94,45.1,58.9,7.315,0.0001666067254935
645,1.0,15.45,46.3,78.08,7.771,0.0001738481079345
646,1.0,15.999,47.6,68.4,8.238,0.0001813982764347
647,1.0,16.493,49.0,76.19,8.674,0.0001891176287219
648,1.0,17.13,50.3,76.18,9.252,0.0001969120822767
649,1.0,17.74,51.6,96.98,9.881,0.0002061713014499
650,1.0,18.431,52.9,98.92,10.465,0.0002160417668216
651,1.0,19.18,54.2,94.9,11.087,0.0002260554241019
652,1.0,19.742,55.4,71.56,11.652,0.0002376075620869
653,1.0,20.335,56.6,69.03,12.215,0.0002477718743599
654,1.0,21.064,57.8,75.22,12.714,0.0002581002296842
655,1.0,21.848,58.9,77.64,68.73,0.0002737191616243
656,1.0,22.522,60.0,73.59,13.914,0.0002811348636347
657,1.1,2.0132,16.8,37.5,9.3305,7.704400496750394e-05
658,1.1,2.0132,17.2,36.28,9.3305,7.864248767636471e-05
659,1.1,2.0132,17.6,38.23,9.3305,8.007380716138354e-05
660,1.1,2.0132,18.0,45.66,9.3305,7.965278166155703e-05
661,1.1,1.926,18.4,50.14,9.846,8.082340909840662e-05
662,1.1,1.897,18.8,50.06,5.625,8.185420642346872e-05
663,1.1,2.0132,19.2,50.44,9.3305,8.43644544431946e-05
664,1.1,2.0132,19.6,54.96,9.3305,8.524409494365518e-05
665,1.1,2.0132,20.1,58.88,9.3305,8.75892036656824e-05
666,1.1,1.901,20.7,55.74,7.025,8.695488345871745e-05
667,1.1,2.0132,21.2,52.88,9.3305,8.921970990848607e-05
668,1.1,2.0132,21.9,49.17,9.3305,9.00419179759685e-05
669,1.1,1.699,22.5,49.35,9.3305,9.223040239582034e-05
670,1.1,2.0132,23.2,52.24,9.3305,9.304947041558552e-05
671,1.1,2.0132,23.9,51.95,9.3305,9.388875486558912e-05
672,1.1,2.0132,24.7,42.87,9.3305,9.475383849080183e-05
673,1.1,2.0132,25.5,42.21,9.3305,9.689459126841312e-05
674,1.1,2.0132,26.4,44.52,9.3305,9.9000099000099e-05
675,1.1,2.643,27.2,46.69,14.826,0.0001027126027126
676,1.1,2.0132,28.1,44.72,9.3305,0.0001019295870412
677,1.1,13.133,49.0,78.54,11.763,0.0001403705421728
678,1.1,23.975142857142856,49.8,81.1,12.657,0.0001435718243327
679,1.1,23.975142857142856,50.7,85.23,12.931,0.000145985582991
680,1.1,23.975142857142856,51.8,88.93,13.729,0.0001501047059906
681,1.1,23.975142857142856,52.9,93.62,14.283,0.0001543397442204
682,1.1,23.975142857142856,54.1,102.16,14.542,0.0001568183551607
683,1.1,20.415,55.4,112.66,15.168,0.0001630065909935
684,1.1,20.905,56.7,132.01,15.793,0.0001662383719722
685,1.1,21.577,58.1,152.11,16.618,0.0001739035031312
686,1.1,22.178,59.6,141.14,17.632,0.0001800205878906
687,1.1,23.057,61.0,167.69,18.628,0.0001915318562868
688,1.0,23.721,62.4,193.28,19.231,0.0001984022067219
689,1.0,24.578,63.8,192.22,20.318,0.0002068438348458
690,1.0,25.421,65.1,191.7,21.666,0.0002152922672383
691,1.0,26.434,66.5,202.95,23.94,0.0002239637418474
692,1.0,27.318,67.7,199.76,26.577,0.0002328555190704
693,1.0,28.443,68.9,195.14,30.053,0.0002413524108458
694,1.0,29.533,70.0,183.08,31.798,0.0002474515532452
695,1.0,28.939,71.1,203.92,34.144,0.0002547534023574
696,1.0578947368421054,23.975142857142856,72.1,205.74,19.551105263157893,0.0002567873150635
697,1.4,23.574,60.0,51.43,50.037,0.0002849803778427
698,1.4,23.938,60.9,55.88,50.328,0.0002867691947259
699,1.4,24.089,61.8,72.0,50.701,0.0002865419034059
700,1.4,24.653,62.7,85.24,50.974,0.000286141226592
701,1.4,25.304,63.5,115.0,52.006,0.0002877557696254
702,1.4,25.353,64.3,97.37,52.475,0.000299383616732
703,1.4,25.739,65.0,108.65,53.434,0.0003074698943144
704,1.4,27.047,65.7,129.03,54.676,0.0003173605572014
705,1.4,27.113,66.4,182.71,56.826,0.0003234968472972
706,1.4,27.211,67.1,163.25,55.746,0.0003314467449947
707,1.4,28.428,67.9,157.21,57.761,0.0003481260144853
708,1.4,28.958,68.5,136.49,59.087,0.0003619694348816
709,1.4,29.731,69.2,118.16,60.216,0.0003767820978504
710,1.4,30.178,69.9,78.59,61.762,0.0003901143329927
711,1.4,31.258,70.6,102.53,61.417,0.0004059917674264
712,1.4,31.728,71.2,87.06,61.92,0.0004250988388396
713,1.4,32.087,71.8,92.28,81.224,0.0004375878792418
714,1.4,33.195,72.4,98.99,57.09352941176471,0.0004564667318419
715,1.4,33.863,72.9,106.27,57.09352941176471,0.0004712929150612
716,1.4,34.651,73.4,119.24,57.09352941176471,0.000488285983194
717,1.4,19.082,45.9,419.55,31.072,0.0001511395267919
718,1.4,19.15,46.7,431.88,30.855,0.0001565462047195
719,1.4,18.782,47.7,469.92,30.645,0.0001615945687326
720,1.4,18.619,48.6,545.67,30.888,0.0001679362091199
721,1.4,19.121,49.7,641.97,32.136,0.0001722057838857
722,1.4,18.965,50.7,680.72,30.126,0.0001780873419474
723,1.4,18.374,51.7,712.37,33.257,0.0001833118337972
724,1.4,20.147,52.8,826.76,33.75,0.0001887681069609
725,1.4,20.507,53.8,1107.8,32.997,0.0001930977852808
726,1.4,21.064,54.9,1051.13,34.651,0.0001972808431082
727,1.4,21.562,56.0,881.64,35.466,0.0002022351060192
728,1.4,22.484,57.0,874.94,36.878,0.000205267521591
729,1.4,22.96,58.0,804.8,36.176,0.0002082471128778
730,1.4,24.076,59.0,816.34,38.648,0.0002129127239586
731,1.4,24.993,60.0,845.33,39.13,0.0002183447082965
732,1.4,26.236,60.9,687.71,40.345,0.0002245212525763
733,1.4,19.509,61.7,726.42,52.512,0.0002314248387698
734,1.4,28.185,62.5,777.35,35.26658823529412,0.0002390407589052
735,1.4,29.799,63.3,863.9,35.26658823529412,0.0002513202499449
736,1.4,31.437,64.0,610.28,35.26658823529412,0.0002587555614476
737,1.4,29.119,36.8,383.3,95.406,0.0004015051478093
738,1.4,29.333,37.8,393.41,95.78,0.0004085270880719
739,1.5,30.383,38.8,426.51,96.931,0.000409511761881
740,1.5,30.83,39.8,525.08,95.342,0.0004056255142156
741,1.5,32.276,40.9,623.83,96.891,0.0004021508141291
742,1.5,33.333,42.1,653.49,98.279,0.0004018529785074
743,1.5,34.192,43.3,694.2,97.904,0.0004060058036997
744,1.4,34.527,44.5,796.3,95.406,0.000409464313146
745,1.4,35.768,45.8,866.52,98.167,0.000409865730685
746,1.4,36.488,47.2,851.41,100.744,0.000411598197258
747,1.4,37.211,48.6,864.8,100.978,0.0004130122426038
748,1.4,37.808,50.0,913.93,101.437,0.0004179108148302
749,1.4,38.243,51.4,850.09,102.296,0.0004237431074097
750,1.4,38.335,52.8,861.27,102.323,0.0004292307393279
751,1.4,38.632,54.1,878.92,102.216,0.000435440199516
752,1.4,39.257,55.4,747.92,102.414,0.0004432497841531
753,1.4,40.099,56.7,763.17,103.195,0.0004547904504731
754,1.4,41.324,57.9,796.85,104.389,0.0004646850095648
755,1.4,42.247,59.0,855.74,105.355,0.0004728905797913
756,1.4263157894736842,35.75815789473684,60.1,850.63,99.76068421052632,0.0004800896877871
757,1.1,2.00625,18.2,16.4,6.0585,2.6889109313192395e-05
758,1.1,2.00625,18.6,16.99,6.0585,2.741742305083768e-05
759,1.1,2.00625,19.0,17.21,7.364,2.791927421054762e-05
760,1.1,2.00625,19.5,17.04,6.0585,3.1848194135010284e-05
761,1.1,1.672,20.0,16.64,3.836,3.498561786882827e-05
762,1.1,1.788,20.5,17.07,5.746,3.751500600240096e-05
763,1.1,2.328,20.9,17.87,6.0585,3.975610366624898e-05
764,1.1,2.00625,21.3,18.08,6.0585,4.032380011492283e-05
765,1.1,2.00625,21.8,17.06,6.0585,4.230142301987039e-05
766,1.1,2.00625,22.4,16.69,6.0585,4.416095564308012e-05
767,1.1,2.00625,22.9,16.32,6.0585,4.591318626709591e-05
768,1.1,2.00625,23.6,16.66,6.0585,4.755149430570856e-05
769,1.1,2.00625,24.3,16.57,6.0585,4.907094496435254e-05
770,1.1,2.00625,25.1,16.25,6.0585,5.049242739820096e-05
771,1.1,2.237,25.9,16.57,7.288,5.3074690901640255e-05
772,1.1,2.00625,26.7,16.9,6.0585,5.432656786474858e-05
773,1.1,2.00625,27.6,17.82,6.0585,5.669155189580093e-05
774,1.1,2.00625,28.4,18.89,6.0585,5.894134411690265e-05
775,1.1,2.00625,29.3,20.69,6.0585,6.35641946358754e-05
776,1.1,2.00625,30.3,14.93,6.0585,6.42380262534168e-05
777,1.2,14.459,39.6,30.6,16.234,0.000109675218334
778,1.2,15.439,40.4,43.36,15.832,0.0001111716678212
