,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized","Mean total cholesterol,  age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
363,24.2,5.3631,4.445456032661656e-07,30.8,4.9,117.0,24.3
364,24.1,5.29985,4.393482005835423e-07,31.6,4.9,117.0,24.2
365,24.0,5.26482,4.35700421104457e-07,32.5,4.8,117.0,24.1
366,23.9,5.20997,4.335184312528639e-07,33.4,4.8,117.0,24.0
367,23.8,5.12312,4.327507498488618e-07,34.2,4.8,117.0,23.9
368,23.8,5.01433,2.1634892581676589e-07,35.1,4.8,117.0,23.9
369,23.7,4.8937,2.1634288790063458e-07,36.0,4.8,117.0,23.8
370,23.7,4.77225,2.1636535627152294e-07,36.9,4.7,117.0,23.8
371,23.7,4.65929,2.1642693415881453e-07,37.8,4.7,117.0,23.8
372,23.7,4.55827,2.165332677381889e-07,38.6,4.7,117.0,23.8
373,23.8,4.46345,2.1668627316295002e-07,39.5,4.7,117.0,23.8
374,23.8,4.3825,2.168853955881173e-07,40.3,4.7,117.0,23.9
375,24.0,4.30114,2.168853955881173e-07,41.2,4.7,117.0,24.1
376,24.3,4.20623,2.1742297247642602e-07,42.0,4.821052631578948,117.0,24.4
377,36.5,16.59326,4.8223471137359495e-05,14.2,4.1,115.0,36.4
378,36.1,17.00907,5.075819321835533e-05,15.0,4.1,115.0,36.0
379,35.6,17.7582,5.325920568189823e-05,15.8,4.1,116.0,35.5
380,35.1,18.67151,5.289540440224817e-05,16.7,4.1,116.0,35.1
381,34.8,19.61184,5.033653569579474e-05,17.6,4.1,116.0,34.7
382,34.3,20.38103,4.673618402318115e-05,18.5,4.1,116.0,34.2
383,33.8,21.01978,4.42483065693275e-05,19.5,4.1,116.0,33.7
384,33.1,21.58131,4.390040461539587e-05,20.4,4.1,116.0,33.1
385,32.6,22.00216,4.200716375826824e-05,21.4,4.1,116.0,32.5
386,32.1,22.35325,3.817415047446451e-05,22.4,4.1,116.0,32.1
387,31.7,22.65159,3.548009246506319e-05,23.4,4.1,117.0,31.7
388,31.4,22.8568,3.292343654830691e-05,24.4,4.1,117.0,31.4
389,31.3,23.06014,2.9075060366498284e-05,25.4,4.1,117.0,31.3
390,31.3,23.18676,2.678791723943464e-05,26.4,4.1,117.0,31.3
391,31.4,23.28901,2.504889172570165e-05,27.4,4.1,117.0,31.4
392,31.6,23.28822,2.3823497206924025e-05,28.4,4.1,116.0,31.6
393,31.9,23.1846,2.308519614269005e-05,29.4,4.1,116.0,31.8
394,32.1,22.99181,2.2813351446836168e-05,30.5,4.1,116.0,32.1
395,32.3,22.65605,2.2813351446836168e-05,31.5,4.0,116.0,32.3
396,32.6,22.25533,2.2298415763143605e-05,32.5,4.094736842105263,116.0,32.5
397,27.0,18.54176,1.278927467718623e-05,30.6,4.8,119.0,26.9
398,26.3,17.62698,1.2433634358479031e-05,31.8,4.8,119.0,26.3
399,25.8,16.70358,1.2385789461290588e-05,33.0,4.8,119.0,25.8
400,25.3,15.83758,1.2089589949810807e-05,34.3,4.8,119.0,25.4
401,24.9,14.99669,1.2081167946187292e-05,35.5,4.8,119.0,24.9
402,24.2,14.21282,1.164592953968175e-05,36.8,4.8,119.0,24.2
403,23.6,13.49295,1.1396100198106211e-05,38.1,4.8,119.0,23.6
404,22.8,12.83513,1.11696364767035e-05,39.4,4.8,119.0,22.8
405,21.9,12.2162,1.1383164382387293e-05,40.7,4.8,120.0,22.0
406,20.9,11.63898,1.1940267626230114e-05,42.0,4.8,120.0,20.9
407,19.8,11.11441,1.1362318181029805e-05,43.3,4.8,120.0,19.9
408,19.0,10.6797,1.09620137417838e-05,44.6,4.8,121.0,19.1
409,18.3,10.31422,1.0738058190417184e-05,45.9,4.8,121.0,18.3
410,17.6,9.98448,1.0814344261632924e-05,47.2,4.8,121.0,17.7
411,17.1,9.67973,1.06625922273785e-05,48.5,4.7,121.0,17.2
412,16.7,9.45806,1.0303934807098662e-05,49.7,4.7,121.0,16.8
413,16.4,10.03541,1.015482025912192e-05,50.9,4.7,121.0,16.5
414,16.2,9.27425,9.9782139711766e-06,52.1,4.7,121.0,16.3
415,16.1,9.15306,9.202489793870878e-06,53.3,4.7,121.0,16.2
416,16.0,8.9291,8.770221819985554e-06,54.4,4.773684210526316,121.0,16.1
417,16.6,4.95722,6.148227619682936e-06,32.0,4.9,116.0,17.1
418,16.1,4.99631,6.012252971556031e-06,33.3,4.9,116.0,16.6
419,15.8,5.03286,5.882543258752489e-06,34.8,4.9,116.0,16.3
420,15.6,5.04217,5.759373380176237e-06,36.2,4.9,117.0,16.0
421,15.3,5.01616,5.644854009963167e-06,37.7,4.9,117.0,15.7
422,15.1,4.96774,5.538478579934092e-06,39.2,4.9,117.0,15.5
423,15.1,4.91869,5.437457010105514e-06,40.7,4.9,117.0,15.5
424,15.1,4.87264,5.339356127044639e-06,42.1,4.9,117.0,15.4
425,14.9,4.84286,5.244237238804209e-06,43.4,4.9,117.0,15.2
426,14.7,4.83429,5.152116231742188e-06,44.6,4.9,118.0,15.0
427,14.5,4.83143,5.062945064514578e-06,45.7,4.9,118.0,14.9
428,14.5,4.82919,4.976486103162557e-06,46.7,4.9,118.0,14.8
429,14.4,4.84084,4.892535458650736e-06,47.6,4.9,118.0,14.8
430,14.5,4.89424,7.216447727660885e-06,48.4,5.0,118.0,14.8
431,14.6,5.00116,7.097651860176258e-06,49.1,5.0,118.0,14.9
432,14.8,5.16188,6.98249256364542e-06,49.7,5.0,118.0,15.1
433,15.1,5.36513,4.580642206037286e-06,50.4,5.0,118.0,15.4
434,15.5,5.59026,4.508637422141467e-06,51.0,5.0,118.0,15.7
435,15.9,5.82553,6.7629561332122015e-06,51.6,5.0,118.0,16.2
436,16.5,6.0184,6.556904092163844e-06,52.1,4.931578947368421,118.0,16.7
437,22.8,7.8967,3.7091537437831705e-06,27.8,5.4,117.0,22.9
438,22.7,7.58876,3.4890861385585887e-06,28.8,5.4,117.0,22.8
439,22.9,7.25487,2.740870649308341e-06,29.7,5.3,117.0,23.0
440,23.1,6.8827,2.3720418496707933e-06,30.7,5.3,117.0,23.2
441,23.3,6.4438,2.2612478124090096e-06,31.6,5.3,117.0,23.4
442,23.4,5.96984,1.879106602925581e-06,32.6,5.3,117.0,23.5
443,23.3,5.56569,1.624834622301099e-06,33.5,5.3,117.0,23.4
444,23.1,5.32595,1.9118218597165207e-06,34.4,5.2,117.0,23.2
445,22.9,5.21771,1.5145934521371258e-06,35.4,5.2,118.0,23.0
446,22.7,5.15911,1.5267838838800353e-06,36.3,5.2,118.0,22.8
447,22.5,5.08811,1.8184908344564843e-06,37.2,5.2,118.0,22.6
448,22.4,4.96188,1.127771586781671e-06,38.2,5.2,118.0,22.5
449,22.4,4.75367,1.1366970567361023e-06,39.1,5.1,118.0,22.5
450,22.5,4.50224,1.4323278105637611e-06,40.0,5.1,118.0,22.5
451,22.6,4.26924,1.1552820361152717e-06,40.9,5.1,118.0,22.6
452,22.7,4.0741,1.0193481006778082e-06,41.8,5.1,118.0,22.8
453,22.9,3.88702,1.1749419541957691e-06,42.7,5.1,118.0,23.0
454,23.0,3.67745,1.185216088597273e-06,43.5,5.1,118.0,23.1
455,23.3,3.44648,1.185216088597273e-06,44.4,5.0,118.0,23.4
456,23.6,3.20469,1.2066723551212608e-06,45.2,5.205263157894737,118.0,23.6
457,56.0,40.70434,0.0001220254147699,5.6,3.7,105.0,56.4
458,55.7,39.90725,0.0001175311449227,5.8,3.7,105.0,56.0
459,55.4,39.15628,0.0001147401616072,6.1,3.7,105.0,55.8
460,55.1,38.27732,0.0001144244100101,6.4,3.7,105.0,55.5
461,54.8,37.19108,0.0001161885438837,6.7,3.7,105.0,55.2
462,54.4,35.99929,0.0001139249847129,7.0,3.7,105.0,54.9
463,54.1,34.78264,0.0001106422275856,7.3,3.7,106.0,54.6
464,53.8,33.66642,0.0001070474817755,7.6,3.7,106.0,54.3
465,53.5,32.69322,0.0001025238892126,8.0,3.8,106.0,54.0
466,53.2,31.85736,9.976990050699112e-05,8.4,3.8,106.0,53.7
467,53.0,31.15484,9.777234816979462e-05,8.8,3.8,106.0,53.5
468,52.9,30.53737,9.509621701517868e-05,9.2,3.8,106.0,53.3
469,52.9,29.94666,9.620774760644154e-05,9.7,3.8,106.0,53.3
470,52.8,29.34116,9.67273266206178e-05,10.1,3.8,106.0,53.3
471,52.8,28.77758,9.768515584212772e-05,10.7,3.8,106.0,53.2
472,52.7,28.2144,9.698026895227398e-05,11.2,3.8,106.0,53.1
473,52.6,27.732,9.88082940748028e-05,11.8,3.8,107.0,53.0
474,52.4,27.28142,9.956479937742658e-05,12.4,3.8,107.0,52.8
475,52.3,26.72376,0.0001021508980625,13.0,3.8,107.0,52.6
476,52.2,26.24605,9.728182582429478e-05,13.7,3.7578947368421054,107.0,52.5
477,35.7,36.6457,0.0002094478725431,9.3,3.8,111.0,36.9
478,34.9,36.04859,0.0001946607854782,9.7,3.8,111.0,36.1
479,34.2,35.42887,0.0001856783910288,10.1,3.8,112.0,35.4
480,33.4,34.78401,0.0001783480679025,10.5,3.8,112.0,34.6
481,32.6,34.07431,0.0001752192403705,10.9,3.8,112.0,33.9
482,31.9,33.22237,0.0001677297720222,11.3,3.8,112.0,33.1
483,31.2,32.28349,0.0001571266196003,11.8,3.8,113.0,32.4
484,30.5,31.27643,0.0001480142858834,12.2,3.9,113.0,31.8
485,29.9,30.23753,0.000141476701643,12.7,3.9,113.0,31.2
486,29.5,29.23019,0.0001363636841535,13.2,3.9,113.0,30.8
487,29.3,28.19079,0.0001311958481279,13.8,3.9,113.0,30.6
488,29.5,27.11294,0.0001278363068815,14.4,3.9,113.0,30.7
489,30.0,26.09511,0.000122569693516,15.0,3.9,113.0,31.1
490,30.7,25.17638,0.0001182918835695,15.6,3.9,113.0,31.8
491,31.6,24.37485,0.0001127633806532,16.3,3.9,113.0,32.6
492,32.7,23.61265,0.0001067888137162,17.0,3.9,112.0,33.7
493,33.9,22.96108,0.000103606616741,17.7,3.9,112.0,34.8
494,35.2,22.39866,0.0001020908199934,18.5,4.0,112.0,36.0
495,36.5,21.83757,0.0001044498907343,19.3,4.0,112.0,37.2
496,37.9,21.31322,9.975268847296728e-05,20.1,3.8736842105263154,111.0,38.5
497,53.8,35.24795,0.000115211925171,13.5,4.2,107.0,53.9
498,52.6,33.44444,0.0001085360362767,14.2,4.2,107.0,52.8
499,51.6,31.53424,0.0001014203244759,15.0,4.2,107.0,51.8
500,50.6,29.72316,9.256460851013936e-05,15.8,4.2,107.0,50.9
501,49.7,28.20864,8.535511427020805e-05,16.7,4.2,107.0,50.0
502,48.8,26.84539,7.678193306826395e-05,17.6,4.3,108.0,49.2
503,48.0,25.64341,6.68952761489597e-05,18.5,4.3,108.0,48.3
504,47.3,24.52466,6.079296329468121e-05,19.3,4.3,108.0,47.6
505,46.6,23.45748,5.574258618230133e-05,20.2,4.3,108.0,47.0
506,46.2,22.4011,5.004846465247993e-05,21.0,4.3,108.0,46.6
507,45.9,21.34037,4.62166036607978e-05,21.7,4.3,108.0,46.3
508,45.8,20.27808,4.0471463299150704e-05,22.4,4.3,109.0,46.1
509,45.8,19.30805,3.751839555022466e-05,23.1,4.3,109.0,46.1
510,45.9,18.29855,3.676291909152316e-05,23.7,4.4,109.0,46.2
511,46.0,17.24821,3.5902968056320695e-05,24.3,4.4,109.0,46.4
512,46.2,16.36471,3.405743904864268e-05,24.8,4.4,109.0,46.5
513,46.4,15.61049,3.2524456166339215e-05,25.4,4.4,109.0,46.7
514,46.5,14.94053,3.0917364487833804e-05,25.9,4.4,109.0,46.8
515,46.7,14.323,3.011511750511556e-05,26.5,4.4,109.0,47.0
516,46.8,13.76439,2.85785137147808e-05,27.0,4.3052631578947365,109.0,47.1
517,41.1,35.57401,0.0001654170660878,8.0,4.0,108.0,42.3
518,41.1,34.754,0.0001668698157587,8.3,4.0,108.0,42.4
519,41.2,34.12988,0.0001707422472426,8.7,4.0,108.0,42.5
520,41.3,33.73442,0.0001755715080009,9.0,4.0,109.0,42.5
521,41.3,33.45618,0.0001790460950348,9.4,4.0,109.0,42.5
522,41.4,33.22358,0.0001809231984208,9.8,4.0,109.0,42.5
523,41.3,32.98215,0.0001816755103224,10.1,4.0,109.0,42.3
524,41.1,32.71493,0.0001817791007964,10.5,4.0,109.0,42.1
525,41.0,32.37473,0.0001778240616098,10.9,4.0,109.0,41.9
526,40.7,32.04072,0.0001759069457024,11.3,4.0,110.0,41.7
527,40.5,31.67556,0.000171554608164,11.7,4.0,110.0,41.4
528,40.4,31.32249,0.0001680255155268,12.1,4.1,110.0,41.3
529,40.4,30.90101,0.00016204767858,12.6,4.1,110.0,41.2
530,40.4,30.4457,0.0001577188817872,13.0,4.1,110.0,41.1
531,40.3,29.89564,0.0001534675804266,13.5,4.1,111.0,41.0
532,40.3,29.30442,0.0001458342100218,14.0,4.1,111.0,40.9
533,40.2,28.69149,0.0001406527424579,14.5,4.1,111.0,40.8
534,40.1,28.01305,0.000134812539474,15.1,4.1,111.0,40.6
535,40.1,27.36721,0.0001325176664723,15.6,4.1,112.0,40.6
536,40.2,26.78948,0.0001265128850576,16.2,4.042105263157895,112.0,40.6
537,9.1,3.75494,5.787863236650293e-07,51.7,5.2,121.0,9.3
538,8.9,3.80718,8.923809028447064e-07,54.0,5.1,121.0,9.0
539,8.7,3.88124,6.953012364162632e-07,56.3,5.1,121.0,8.9
540,8.7,3.9353,8.466787676922936e-07,58.5,5.1,121.0,8.8
541,8.6,3.94579,7.77973661172679e-07,60.7,5.0,121.0,8.8
542,8.6,3.91787,9.880697372210008e-07,62.7,5.0,121.0,8.7
543,8.5,3.86328,9.492697971747282e-07,64.5,5.0,121.0,8.7
544,8.5,3.80543,8.501346248902415e-07,66.2,5.0,121.0,8.7
545,8.5,3.76992,9.634869749808929e-07,67.7,4.9,121.0,8.7
546,8.5,3.76241,8.958644745778746e-07,69.1,4.9,121.0,8.7
547,8.5,3.75879,7.99769097775149e-07,70.3,4.9,121.0,8.7
548,8.6,3.73543,6.758625504795862e-07,71.3,4.8,121.0,8.8
549,8.7,3.69279,7.580156363465465e-07,72.2,4.8,121.0,8.8
550,8.8,3.64721,7.521360954393591e-07,73.0,4.8,121.0,9.0
551,8.9,3.60546,7.750860919699933e-07,73.7,4.7,121.0,9.1
552,9.1,3.55774,8.262146865871396e-07,74.2,4.7,121.0,9.3
553,9.3,3.49538,7.917901765081284e-07,74.7,4.7,120.0,9.5
554,9.5,3.42208,7.579228198771155e-07,75.1,4.7,120.0,9.7
555,9.8,3.34327,7.017803887751069e-07,75.4,4.6,120.0,10.0
556,10.2,3.26404,6.918236626716525e-07,75.8,4.894736842105263,120.0,10.4
557,31.3,18.14715,3.487301572540523e-05,10.9,4.0,111.0,32.4
558,30.7,17.04607,3.4211114506881e-05,11.4,4.0,111.0,31.7
559,30.2,16.02715,3.134066406389914e-05,12.0,4.0,111.0,31.2
560,29.7,15.38937,3.0781069642170064e-05,12.5,4.0,111.0,30.7
561,29.3,15.10425,3.02509750537495e-05,13.1,4.0,112.0,30.3
562,28.9,15.08394,2.762448549395768e-05,13.7,4.0,112.0,29.8
563,28.5,15.25067,2.717908297774033e-05,14.4,4.0,112.0,29.4
564,28.1,15.44872,2.674930143170492e-05,15.0,4.0,112.0,28.9
565,27.7,15.56991,2.633610132511107e-05,15.7,4.0,113.0,28.5
566,27.3,15.54574,2.593868095821478e-05,16.4,4.0,113.0,28.0
567,26.8,15.32071,2.359144338348481e-05,17.1,4.1,113.0,27.6
568,26.5,14.89579,2.325130788606859e-05,17.9,4.1,114.0,27.2
569,26.2,14.26617,2.1009687375851847e-05,18.6,4.1,114.0,26.9
570,25.9,13.48777,2.0713836466144176e-05,19.5,4.1,114.0,26.5
571,25.6,12.64214,1.8568895243577484e-05,20.3,4.1,114.0,26.2
572,25.2,11.77986,1.6483727813360243e-05,21.2,4.1,115.0,25.8
573,24.8,10.94291,1.2648347041732318e-05,22.1,4.1,115.0,25.4
574,24.5,10.19293,1.2479965198725617e-05,23.0,4.1,115.0,25.0
575,24.2,9.56042,1.2479965198725617e-05,23.9,4.1,116.0,24.6
576,23.9,9.00893,1.0419579083736947e-05,24.8,4.047368421052632,116.0,24.3
577,51.9,44.12548,0.0002647722587163,8.5,3.9,107.0,52.4
578,52.0,43.15683,0.0002621216596604,8.9,3.9,107.0,52.4
579,52.1,42.24093,0.000263151874311,9.4,3.9,107.0,52.5
580,52.2,41.41893,0.0002701886861489,9.8,3.9,107.0,52.5
581,52.1,40.63252,0.0002622653859703,10.3,3.9,107.0,52.5
582,52.0,39.93642,0.0002585989193522,10.7,3.9,107.0,52.3
583,51.8,39.39062,0.0002534989540318,11.2,3.9,108.0,52.1
584,51.5,38.94388,0.0002570389577388,11.8,3.9,108.0,51.8
585,51.1,38.57832,0.0002586205958717,12.3,3.9,108.0,51.3
586,50.6,38.19906,0.0002564572230513,12.9,3.9,108.0,50.8
587,50.1,37.81682,0.0002620580864125,13.5,3.9,108.0,50.3
588,49.5,37.4769,0.0002628510509162,14.1,3.9,109.0,49.8
589,49.0,37.05245,0.0002637657475895,14.8,3.9,109.0,49.2
590,48.5,36.60155,0.0002625642205818,15.5,3.9,109.0,48.7
591,48.0,36.06738,0.0002625282079812,16.3,3.9,109.0,48.2
592,47.4,35.53937,0.0002588669896528,17.0,4.0,110.0,47.6
593,46.9,35.01209,0.0002582585795255,17.8,4.0,110.0,47.0
594,46.4,34.50647,0.0002591921073105,18.6,4.0,110.0,46.4
595,45.9,33.82267,0.0002639122191688,19.4,4.0,111.0,45.9
596,45.5,33.28461,0.0002585337695069,20.3,3.9210526315789473,111.0,45.4
597,8.7,5.71357,4.3547854242164735e-06,29.5,5.0,119.0,9.2
598,8.5,5.43704,3.7177419844015286e-06,30.5,5.0,119.0,9.0
599,8.3,5.31281,3.547485120073664e-06,31.6,4.9,120.0,8.8
600,8.1,5.31951,3.062805116007572e-06,32.8,4.9,120.0,8.6
601,8.0,5.38414,3.4100314663811e-06,34.0,4.9,120.0,8.4
602,7.8,5.44206,3.563604049079456e-06,35.2,4.9,120.0,8.3
603,7.8,5.46096,3.0958151699277467e-06,36.4,4.9,120.0,8.2
604,7.7,5.41929,2.9440897123017134e-06,37.6,4.9,120.0,8.1
605,7.6,5.34853,2.7956484880434063e-06,38.8,4.9,120.0,8.1
606,7.6,5.30218,3.433381880549994e-06,40.0,4.9,120.0,8.0
607,7.5,5.30997,3.224556117457681e-06,41.2,4.8,121.0,7.9
608,7.5,5.32481,3.19739282220838e-06,42.3,4.8,121.0,7.9
609,7.5,5.30791,3.4060057512168835e-06,43.4,4.8,121.0,7.9
610,7.6,5.25797,3.4369538010495407e-06,44.5,4.8,121.0,7.9
611,7.6,5.18663,3.583462068244839e-06,45.5,4.7,121.0,8.0
612,7.7,5.10048,3.498772905777931e-06,46.4,4.7,121.0,8.0
613,7.8,4.98858,3.2450401553793542e-06,47.4,4.7,121.0,8.1
614,7.9,4.85336,2.8824672291735528e-06,48.2,4.7,121.0,8.3
615,8.1,4.7015,2.82594826389564e-06,49.1,4.6,121.0,8.5
616,8.4,4.54405,2.7313750600484447e-06,49.9,4.8315789473684205,121.0,8.7
617,21.9,21.37997,9.801070291753544e-06,20.4,4.4,119.0,22.1
618,20.9,19.93861,8.751564689425706e-06,21.5,4.4,120.0,21.1
619,20.1,18.44009,7.212772270373258e-06,22.7,4.4,120.0,20.3
620,19.4,16.88494,6.084232310970517e-06,23.8,4.5,121.0,19.6
621,18.8,15.33862,5.643678950683089e-06,25.0,4.5,121.0,19.0
622,18.1,13.86887,5.078730040028437e-06,26.2,4.5,121.0,18.3
623,17.4,12.50778,4.412457385245623e-06,27.4,4.5,121.0,17.6
624,16.7,11.26481,3.825776687299674e-06,28.5,4.5,122.0,16.9
625,16.2,10.16889,3.442500934926765e-06,29.6,4.5,122.0,16.4
626,15.6,9.20903,3.178472991643875e-06,30.6,4.5,122.0,15.8
627,15.1,8.37142,2.8282709258488168e-06,31.4,4.5,123.0,15.3
628,14.8,7.63001,2.506138258252404e-06,32.2,4.6,123.0,15.0
629,14.7,6.9798,2.244572930863187e-06,32.8,4.6,123.0,14.8
630,14.7,6.38565,2.045812883009367e-06,33.3,4.6,123.0,14.8
631,14.6,5.83864,1.7260550781637994e-06,33.7,4.6,123.0,14.8
632,14.8,5.33696,1.7194112204807133e-06,34.0,4.6,123.0,14.9
633,15.0,4.8785,1.836145694049612e-06,34.3,4.6,122.0,15.1
634,15.1,4.45904,1.5181239895110182e-06,34.6,4.6,122.0,15.2
635,15.2,4.07814,1.2572078165657735e-06,34.8,4.6,122.0,15.3
636,15.4,3.74678,1.1130307927261078e-06,35.1,4.526315789473684,122.0,15.5
637,30.1,13.49605,1.7990074824319208e-05,22.7,4.9,116.0,30.3
638,29.6,13.08984,1.627983075487947e-05,23.6,4.9,116.0,29.8
639,29.1,12.71471,1.532472797100501e-05,24.7,4.9,116.0,29.3
640,28.6,12.35756,1.474560144904406e-05,25.8,4.9,116.0,28.8
641,28.0,12.01157,1.458867559066786e-05,27.0,4.9,116.0,28.2
642,27.3,11.68054,1.6028817741399297e-05,28.2,4.9,117.0,27.5
643,26.6,11.32947,1.3437584252464095e-05,29.5,4.9,117.0,26.8
644,25.7,10.98141,1.32167939203687e-05,30.8,4.9,117.0,25.9
645,24.8,10.64348,9.225539594393356e-06,32.2,4.9,118.0,25.0
646,24.0,10.30354,1.341655812075873e-05,33.6,4.9,118.0,24.1
647,23.2,9.97389,1.0926293621134773e-05,35.0,4.9,118.0,23.3
648,22.5,9.64737,8.809283571821955e-06,36.3,4.8,119.0,22.6
649,22.0,9.33224,9.239798864167884e-06,37.6,4.8,119.0,22.1
650,21.5,9.02959,1.2766203766449822e-05,38.9,4.8,119.0,21.6
651,21.2,8.72716,1.1590368023593145e-05,40.1,4.8,120.0,21.3
652,21.0,8.44423,1.4742153109220654e-05,41.3,4.8,120.0,21.1
653,20.9,8.18071,1.1499156220293848e-05,42.5,4.8,120.0,21.0
654,20.9,7.91535,1.0880839834792372e-05,43.5,4.8,120.0,20.9
655,20.9,7.68392,1.0377679611218158e-05,44.6,4.8,120.0,21.0
656,21.1,7.42129,9.7673391037539e-06,45.6,4.8578947368421055,120.0,21.2
657,37.9,40.84714,9.722219674470736e-05,8.2,4.0,112.0,38.4
658,37.3,40.70187,9.830310959545588e-05,8.5,4.0,112.0,37.8
659,36.8,40.52609,8.703674691454733e-05,8.9,4.0,112.0,37.3
660,36.3,40.34827,7.795804162620475e-05,9.3,4.0,112.0,36.8
661,35.8,40.14708,6.432883581301752e-05,9.7,4.0,113.0,36.3
662,35.2,39.66726,6.580436202671015e-05,10.1,4.0,113.0,35.8
663,34.6,39.20217,4.999375078115236e-05,10.5,4.0,113.0,35.1
664,34.0,38.58831,5.632199130205788e-05,10.9,4.0,113.0,34.6
665,33.5,38.017,5.492882263780083e-05,11.4,4.0,113.0,34.1
666,33.1,37.30858,4.63759378446493e-05,11.9,4.0,114.0,33.6
667,32.7,36.62058,3.682083266064505e-05,12.4,4.1,114.0,33.2
668,32.4,35.78683,3.740202746694076e-05,12.9,4.1,114.0,32.9
669,32.2,35.13101,3.119557728093923e-05,13.5,4.1,114.0,32.8
670,32.2,34.45092,3.190267557105789e-05,14.2,4.1,114.0,32.7
671,32.3,33.60326,4.303234598006168e-05,14.9,4.1,114.0,32.8
672,32.5,32.94668,4.097463286088728e-05,15.6,4.1,114.0,33.0
673,32.7,32.05432,4.026788208557428e-05,16.3,4.1,114.0,33.1
674,32.9,31.29188,3.712503712503712e-05,17.1,4.1,114.0,33.3
675,33.1,30.49683,3.3412533412533413e-05,17.8,4.1,114.0,33.5
676,33.5,29.76111,3.11784619185067e-05,18.7,4.047368421052632,114.0,33.8
677,15.9,7.67293,7.469258207362576e-06,33.2,4.9,121.0,16.1
678,15.5,7.50828,7.07748429809555e-06,34.6,5.0,121.0,15.7
679,15.1,7.34218,7.212234934822535e-06,36.0,5.0,121.0,15.2
680,14.7,7.20338,6.856332410666886e-06,37.5,5.0,121.0,14.9
681,14.3,7.10592,6.752363809645077e-06,39.1,5.0,121.0,14.5
682,13.9,7.05025,6.177692779061233e-06,40.8,5.0,121.0,14.1
683,13.5,6.99607,6.3235315471620695e-06,42.5,5.0,121.0,13.7
684,13.1,6.90334,3.4632994160877183e-06,44.3,5.0,121.0,13.3
685,12.8,6.78378,4.324825339652434e-06,46.1,5.0,121.0,13.0
686,12.5,6.67486,3.591433174876309e-06,47.9,4.9,122.0,12.6
687,12.2,6.59691,4.428482226286585e-06,49.8,4.9,122.0,12.4
688,12.1,6.53835,4.151588026120918e-06,51.6,4.9,122.0,12.3
689,12.1,6.48192,4.745114042345398e-06,53.3,4.9,122.0,12.3
690,12.1,6.41501,3.6201469268572736e-06,55.0,4.9,122.0,12.3
691,12.2,6.34049,4.626481052246851e-06,56.6,4.9,121.0,12.4
692,12.4,6.25339,4.569867457226041e-06,58.2,4.8,121.0,12.6
693,12.6,6.16245,4.51509612126563e-06,59.6,4.8,121.0,12.8
694,12.9,6.06821,4.462241124095331e-06,60.9,4.8,121.0,13.0
695,13.2,5.94991,4.259411982090998e-06,62.2,4.8,121.0,13.3
696,13.6,5.79033,3.965827259668885e-06,63.5,4.921052631578948,121.0,13.7
697,21.1,5.54942,9.068587998177214e-07,30.4,5.4,118.0,21.3
698,20.9,5.32752,6.758111423235739e-07,31.4,5.4,118.0,21.1
699,20.8,5.02337,1.1158173808641785e-06,32.4,5.4,118.0,20.9
700,20.7,4.71168,8.893278215759378e-07,33.3,5.3,118.0,20.8
701,20.7,4.4416,8.895077886413858e-07,34.3,5.3,119.0,20.8
702,20.7,4.22126,8.896987124280233e-07,35.2,5.3,119.0,20.8
703,20.6,4.04115,1.1124091690103273e-06,36.0,5.3,119.0,20.7
704,20.6,3.89974,1.3353179124886054e-06,36.9,5.3,119.0,20.7
705,20.5,3.7864,8.905625527797463e-07,37.7,5.3,119.0,20.6
706,20.4,3.68098,1.11373234205215e-06,38.5,5.3,119.0,20.5
707,20.4,3.56739,8.914878732018968e-07,39.3,5.2,119.0,20.4
708,20.4,3.44315,8.920996546682237e-07,40.1,5.2,119.0,20.4
709,20.4,3.31476,6.696364298289102e-07,41.0,5.2,119.0,20.4
710,20.4,3.21277,6.702995412246507e-07,41.8,5.2,119.0,20.5
711,20.4,3.14939,4.473738484037925e-07,42.6,5.2,119.0,20.5
712,20.4,3.09668,4.479439819173973e-07,43.3,5.2,119.0,20.5
713,20.5,3.03649,2.242890206262912e-07,44.1,5.2,119.0,20.5
714,20.5,2.97941,4.492782793720168e-07,44.8,5.1,119.0,20.6
715,20.7,2.96189,4.492782793720168e-07,45.5,5.1,119.0,20.7
716,20.9,2.98629,4.508642504100048e-07,46.2,5.257894736842106,119.0,21.0
717,12.2,3.68595,1.0873347251217816e-06,33.8,5.3,119.0,12.4
718,12.0,3.43849,1.0722342789010028e-06,34.9,5.2,119.0,12.2
719,11.9,3.20918,1.0561736518471422e-06,36.1,5.2,119.0,12.1
720,11.8,2.98972,1.0366432661726717e-06,37.3,5.2,120.0,12.0
721,11.8,2.78345,1.0129751993281948e-06,38.6,5.2,120.0,12.0
722,11.8,2.58015,9.893741219304668e-07,39.9,5.1,120.0,12.0
723,11.8,2.40161,9.699038825252417e-07,41.1,5.1,120.0,11.9
724,11.7,2.25204,9.533742775806412e-07,42.2,5.1,120.0,11.9
725,11.7,2.12537,9.373678897130436e-07,43.3,5.1,120.0,11.8
